"","id","team","manager","jobTasksSDSA","jobBalanceSDSA","jobPaySDSA","jobRecognitionSDSA","jobAdvancementSDSA","jobCoworkersSDSA","jobManagementSDSA","salary","tenure","age","genderFM","degreeBMP","citizenNY"
"314","M237D","Ethics","V5401Z",2,3,4,3,3,5,5,57609,3,50,2,2,2
"315","K670W","Finance","Z5440X",3,2,5,4,4,3,4,48923,0,29,1,1,2
"316","T225O","R&D","V4203Y",5,4,7,6,6,5,NA,46930,6,32,2,1,1
"317","S497C","Finance","V1626X",1,2,2,2,4,4,4,54162,5,43,2,2,1
"318","P702T","R&D","V4203Y",1,3,2,3,3,4,4,77919,9,28,1,1,2
"319","C299A","Health","X3361V",2,3,3,3,4,5,5,163517,9,46,2,3,2
"320","N336O","Finance","Z5080X",4,1,5,5,5,2,NA,78641,9,47,1,2,2
"321","V606I","Finance","Z5080X",4,4,5,6,5,6,6,72632,10,28,2,1,2
"322","W520P","Finance","Z4040W",1,2,2,2,2,3,3,60960,5,36,2,3,2
"323","E616W","R&D","W6837Y",2,4,4,4,4,5,5,59616,6,43,1,2,2
"324","L251C","Ethics","W4935V",1,4,2,2,3,5,6,46998,7,35,1,1,2
"325","C537X","Finance","Z4040W",1,4,3,3,3,5,6,53353,5,47,1,1,2
"326","K237L","DSI","Y7924Z",3,3,4,5,4,5,4,79119,3,30,2,3,1
"327","B176J","Finance","Z4040W",3,5,4,5,5,6,7,48673,1,41,1,1,2
"328","L684C","Finance","Z4040W",1,3,2,3,3,4,5,59890,3,50,1,2,1
"329","J937Q","DSI","Y7924Z",4,3,6,6,6,5,NA,71069,8,25,2,1,2
"330","M716B","Finance","W7052V",2,5,3,3,4,5,7,105691,7,30,2,3,2
"331","I252J","R&D","V4859W",4,5,6,6,6,7,7,57586,4,33,1,2,2
"332","M545H","Ethics","V1748V",1,1,2,2,2,2,3,55126,1,53,2,2,2
"333","K549Q","DSI","Y7924Z",5,4,6,7,7,5,5,57917,3,47,1,2,2
"334","Y831M","DSI","Y7924Z",1,1,3,2,3,2,2,70375,8,43,2,1,2
"335","T703Q","Finance","W7052V",4,5,5,6,6,6,6,59664,3,32,1,2,2
"336","V171U","Finance","Z5080X",4,4,5,6,5,6,5,45580,5,43,2,1,2
"337","X249Q","Finance","V1626X",1,2,2,2,3,4,4,103037,0,36,2,3,2
"338","W641D","R&D","V4859W",3,2,4,3,5,4,4,62564,8,45,1,1,2
"339","F166T","Finance","W7052V",3,5,4,4,4,6,7,71922,10,52,1,2,2
"340","V221D","Finance","V1626X",4,2,6,6,6,5,NA,75923,9,24,2,2,2
"341","K230P","Ethics","V5401Z",1,3,3,3,3,4,5,50036,6,35,1,1,1
"342","C342A","R&D","X2508W",2,1,3,3,3,3,3,59436,1,43,1,2,1
"343","M650E","Ethics","W4935V",1,1,2,3,2,3,3,109110,7,38,2,3,2
"344","P439N","R&D","V4859W",1,5,2,3,2,7,7,46058,3,34,1,1,2
"345","H645X","Ethics","W4935V",3,3,4,4,4,4,4,52097,2,38,1,1,2
"346","W870N","R&D","X8503X",1,3,3,3,2,4,5,131911,0,52,1,3,2
"347","S119E","Health","X3361V",2,1,3,3,3,3,2,144550,1,29,1,3,2
"348","M367Q","Finance","W7052V",3,3,4,5,4,5,4,124853,2,40,2,3,2
"349","H796O","Health","X3361V",4,3,6,5,5,4,5,73575,9,30,2,1,1
"350","R930N","Finance","Z5080X",3,2,4,4,4,4,4,145618,7,42,1,3,2
"351","K253X","Finance","V1626X",3,1,5,4,5,3,2,46917,2,53,1,1,2
"352","H706V","Health","V3988Z",1,4,3,2,3,6,6,128930,10,28,2,3,1
"353","V549Z","Health","Y9874X",1,2,2,2,2,3,4,53759,6,45,1,2,2
"354","T795R","Finance","V1626X",2,5,4,4,4,7,NA,54201,7,49,1,2,1
"355","U558M","Ethics","W4935V",5,1,6,7,6,3,NA,58497,5,23,1,2,2
"356","S277X","R&D","X2508W",2,3,3,3,3,5,5,73439,8,32,2,2,1
"357","I170Y","Finance","Z5440X",3,3,5,4,5,4,3,91694,10,34,1,3,2
"358","H310D","Finance","Z5440X",5,5,7,6,6,7,7,142179,2,25,1,3,2
"359","J365V","Finance","Z4040W",5,4,7,6,6,5,NA,68274,10,55,1,1,2
"360","W214V","R&D","W6837Y",2,4,3,4,4,5,5,51717,1,35,2,1,1
"361","W705X","Finance","Z5440X",5,5,7,7,7,6,NA,53898,0,54,1,1,2
"362","U986G","R&D","W6837Y",4,1,5,6,6,2,3,49978,2,40,1,1,2
"363","F721F","Finance","Z5440X",5,3,6,6,6,5,5,57910,7,32,2,2,1
"364","O384N","DSI","Y7924Z",2,2,4,4,3,4,3,74181,8,23,2,1,2
"365","P652W","Finance","Z5080X",4,2,6,5,6,4,3,119360,8,23,2,3,1
"366","L324S","R&D","W6837Y",3,5,4,5,5,7,6,57640,7,47,1,2,2
"367","P553D","R&D","W6837Y",1,1,2,3,2,2,2,57181,4,23,1,2,2
"368","F733Q","R&D","X8503X",3,1,4,4,5,2,3,47412,6,22,1,1,2
"369","D763U","Finance","Z4040W",4,2,5,6,5,3,3,48617,6,39,1,1,2
"370","W651T","Finance","V1626X",3,4,5,4,5,5,5,71418,8,24,2,1,2
"371","M576F","R&D","W6837Y",5,3,7,7,7,4,4,104702,4,39,2,3,2
"372","D648U","Finance","V1626X",5,5,7,7,7,7,NA,145238,2,35,1,3,2
"373","N465K","Finance","Z4040W",4,1,5,5,6,3,2,107597,6,44,1,3,2
"374","B276K","R&D","W6837Y",1,1,3,2,2,2,2,47993,6,53,1,1,2
"375","N348V","Finance","V1626X",3,2,5,4,3,4,3,46840,6,34,1,1,2
"376","E344Y","Health","V3988Z",5,3,6,7,7,4,5,117421,4,35,2,3,2
"377","H717I","R&D","V4859W",1,2,2,3,4,3,4,50080,0,47,1,1,1
"378","U931A","Ethics","V1748V",4,4,5,6,5,5,6,108406,3,39,2,3,2
"379","J614G","Finance","Z4040W",4,5,6,6,5,6,6,52656,5,52,2,1,2
"380","E129K","R&D","X2508W",3,2,4,5,5,3,4,68785,9,31,1,1,2
"381","Z777O","Finance","Z4040W",2,3,3,3,3,4,5,53739,7,28,2,2,2
"382","B339G","Finance","Z5080X",2,2,3,4,4,4,4,142444,2,35,2,3,1
"383","S442B","R&D","V4203Y",1,4,3,2,3,4,7,49804,7,55,1,1,2
"384","H392G","R&D","W6837Y",3,2,5,4,5,3,3,64486,9,51,1,1,2
"385","I408K","Health","Y9874X",5,4,6,7,6,6,7,59514,3,34,1,2,1
"386","Q106E","R&D","W6837Y",1,5,3,3,2,7,6,111713,6,49,2,3,2
"387","Q521Y","Finance","V1626X",4,4,5,5,7,6,6,79125,9,53,1,2,1
"388","N560X","R&D","X2508W",4,3,6,6,6,4,NA,72663,8,46,1,2,2
"389","Z950U","Ethics","V5401Z",5,2,6,6,7,4,3,75604,10,32,1,1,2
"390","I203G","R&D","X2508W",5,2,6,7,7,4,NA,92595,6,46,1,3,2
"391","J301A","Finance","V1626X",1,4,3,4,3,6,5,55821,1,24,1,2,1
"392","S976W","R&D","V4859W",1,3,2,2,2,5,4,70863,10,23,2,1,2
"393","S741W","Health","Y9874X",4,5,6,5,6,7,NA,76718,10,30,1,2,2
"394","V173U","R&D","V4859W",3,2,5,5,5,4,3,53936,4,22,2,1,2
"395","E420J","Finance","Z5080X",3,3,4,5,5,5,4,72330,9,34,1,1,2
"396","E568T","R&D","X2508W",5,4,6,6,7,5,6,47118,6,48,1,1,1
"397","H446H","Finance","Z5440X",5,4,6,7,7,5,NA,77496,9,44,1,2,2
"398","Q861G","Finance","Z4040W",2,1,3,3,4,2,3,46994,7,35,1,1,2
"399","R762S","Health","X3361V",4,2,5,6,6,4,2,51057,7,45,2,1,2
"400","A978J","Ethics","V1748V",3,1,4,5,5,2,2,61500,10,51,1,1,1
"401","I713I","R&D","V4203Y",3,1,4,4,5,2,2,122121,10,29,2,3,2
"402","F432U","R&D","W6837Y",3,5,5,5,5,6,NA,79980,8,24,2,2,1
"403","A544C","Finance","Z5080X",2,2,5,3,4,3,4,54579,6,26,2,2,2
"404","D482S","R&D","V4203Y",1,5,3,2,2,6,5,159917,8,39,1,3,2
"405","X815X","Ethics","V1748V",2,2,3,4,3,4,3,53976,5,44,2,2,2
"406","T610X","Health","V3988Z",3,4,5,5,5,6,6,59095,6,48,1,2,1
"407","C265B","R&D","W6837Y",2,1,4,3,4,2,4,53500,6,24,1,1,2
"408","Z993Y","R&D","V4859W",5,1,7,6,7,3,3,66052,8,26,1,1,2
"409","L470Y","R&D","V4859W",4,5,5,5,6,5,7,164291,9,51,1,3,2
"410","S287M","R&D","V4203Y",2,1,4,4,4,3,NA,64108,2,28,1,3,2
"411","E458N","Finance","Z4040W",3,3,5,5,5,4,4,123991,0,41,2,3,2
"412","P743P","Finance","W7052V",3,2,4,4,5,4,3,65289,8,40,1,1,2
"413","D763M","DSI","I511L",1,1,2,2,2,3,0,53056,7,22,1,2,2
"414","C435H","Ethics","W4935V",3,1,4,4,4,3,3,48388,5,52,1,1,2
"415","Q745K","Finance","Z5080X",4,2,5,5,6,3,3,49865,2,29,2,1,1
"416","K619Y","R&D","X2508W",1,4,2,3,2,5,5,55312,0,40,2,2,2
"417","U662D","R&D","V4203Y",5,4,6,6,6,6,5,50991,5,46,1,1,2
"418","N668B","R&D","X2508W",2,4,4,3,3,6,6,54406,1,41,2,1,1
"419","G874D","R&D","V4859W",5,5,7,6,7,6,NA,78222,10,52,1,2,2
"420","W685J","Finance","Z5440X",4,4,6,6,6,6,6,67739,4,23,1,3,2
"421","K432F","R&D","V4203Y",5,4,7,6,6,5,6,57753,5,42,1,2,2
"422","A997G","R&D","X8503X",5,1,6,7,6,2,3,74194,0,39,1,3,2
"423","T918L","Finance","Z5440X",3,1,4,5,5,2,2,54829,6,24,1,1,2
"424","T184S","R&D","V4203Y",2,2,4,5,3,3,3,78919,10,27,1,2,1
"425","V471N","DSI","Y7924Z",3,2,4,5,4,3,NA,48902,2,24,1,1,1
"426","B721P","Finance","W7052V",5,1,7,6,6,3,NA,51345,0,40,1,1,2
"427","D296R","Ethics","W4935V",1,1,2,2,2,2,3,64543,10,44,1,1,2
"428","D297I","R&D","W6837Y",3,1,5,4,5,2,2,125261,9,36,1,3,2
"429","X873K","DSI","I511L",4,1,5,5,5,3,1,68884,3,27,2,3,2
"430","T958X","Ethics","V5401Z",3,1,5,5,4,3,2,55401,1,41,1,2,1
"431","Y850S","R&D","X8503X",4,2,4,6,5,4,NA,49989,7,42,1,1,2
"432","R351T","R&D","W6837Y",2,3,3,3,4,4,5,55778,1,39,1,2,2
"433","C554V","R&D","V4859W",3,4,5,4,4,6,NA,94293,8,48,2,3,2
"434","G733T","Health","X3361V",1,2,3,2,2,3,3,51237,3,50,1,1,1
"435","V940Z","Finance","W7052V",2,2,3,4,4,4,3,131002,3,38,2,3,1
"436","Z378U","R&D","X8503X",1,3,3,2,3,4,4,146911,6,24,1,3,2
"437","N674Z","R&D","V4203Y",2,5,3,4,4,7,6,53125,6,38,2,2,2
"438","R300F","R&D","V4859W",3,3,5,5,5,4,5,51906,3,31,1,1,2
"439","B299D","Finance","W7052V",3,1,4,5,5,2,2,59710,3,23,2,2,2
"440","P541B","Ethics","W4935V",1,2,2,3,3,5,3,45449,6,26,2,1,2
"441","R293J","R&D","V4203Y",5,3,7,6,6,4,5,76271,9,23,2,2,2
"442","T353E","Health","Y9874X",4,5,5,7,5,6,NA,53824,0,31,1,1,2
"443","M307W","Finance","Z5440X",3,2,4,4,4,3,4,78844,6,51,2,3,2
"444","B423R","R&D","V4203Y",3,4,5,4,5,5,NA,75977,9,41,2,2,1
"445","V531P","R&D","X2508W",3,1,4,4,4,3,3,47647,1,42,1,1,2
"446","K868X","Ethics","V5401Z",2,4,4,3,4,6,6,92582,10,43,2,3,2
"447","O765M","R&D","V4203Y",2,1,4,4,3,2,3,142056,0,26,2,3,2
"448","C674X","Ethics","V5401Z",2,3,4,3,4,5,4,77174,9,50,2,2,2
"449","U539R","R&D","X8503X",2,4,3,3,4,5,5,72592,8,40,1,1,2
"450","I295P","Finance","Z5440X",2,5,4,3,3,6,5,104677,8,38,2,3,1
"451","U222I","Health","X3361V",3,5,5,5,4,6,7,133956,10,27,2,3,2
"452","H989X","Health","Y9874X",2,1,3,4,3,3,2,54943,4,50,2,2,2
"453","P102D","Finance","Z4040W",3,5,4,4,4,7,6,53568,3,48,2,1,1
"454","A951M","R&D","X8503X",4,1,6,5,5,2,3,54606,6,43,1,1,2
"455","L142A","R&D","X8503X",3,1,5,4,6,2,NA,127082,10,39,1,3,2
"456","H795B","Ethics","W4935V",4,4,6,6,6,6,6,86223,1,32,2,3,2
"457","X388A","R&D","X2508W",4,1,5,6,6,2,3,82062,9,50,1,2,2
"458","O690Z","Finance","Z5440X",1,2,3,2,3,3,3,73283,9,42,2,2,2
"459","E712C","R&D","X2508W",1,1,3,3,3,3,2,58006,2,55,1,2,2
"460","V831A","Finance","W7052V",1,3,3,2,2,4,5,54530,5,51,2,2,2
"461","J251V","R&D","W6837Y",2,5,4,3,4,7,7,57987,7,53,2,2,2
"462","H288H","Ethics","W4935V",4,3,6,5,5,5,4,49789,4,25,1,1,2
"463","A946V","Health","X3361V",4,5,5,6,5,6,NA,51816,1,55,1,1,2
"464","R916O","R&D","X8503X",1,2,2,2,3,4,4,56425,4,33,1,2,2
"465","C708X","Finance","Z4040W",2,4,4,3,3,6,5,60393,2,55,2,3,1
"466","T721A","R&D","V4859W",2,4,4,3,3,5,5,53162,6,28,1,1,2
"467","X267K","R&D","X8503X",2,1,4,4,4,3,NA,54189,5,36,1,1,2
"468","U118T","Finance","Z4040W",3,1,4,4,5,3,2,56120,2,44,1,2,2
"469","O219K","R&D","V4859W",5,1,6,7,7,2,2,67910,10,42,2,1,1
"470","V288Z","Health","Y9874X",1,4,3,3,3,5,6,59980,1,50,1,2,2
"471","V367P","DSI","Y7924Z",2,5,3,3,4,7,NA,74898,10,23,1,2,2
"472","Z846C","DSI","Y7924Z",3,5,5,4,5,6,NA,103663,6,50,2,3,2
"473","G434G","Finance","V1626X",3,5,3,4,5,6,NA,148387,0,42,2,3,1
"474","M499U","Ethics","V1748V",2,2,3,3,4,3,4,103910,3,23,2,3,2
"475","I733Y","DSI","I511L",4,2,7,5,5,3,2,49758,3,23,2,1,1
"476","I994O","Finance","Z5440X",2,3,3,3,4,5,4,68167,10,47,1,1,1
"477","M149V","R&D","W6837Y",4,4,5,5,5,5,5,79196,8,50,1,2,1
"478","J977M","Finance","Z5080X",2,5,4,3,4,6,7,78979,8,45,1,2,2
"479","G724Y","Finance","Z5080X",2,4,3,3,4,5,6,98323,5,33,2,3,1
"480","Z841N","R&D","V4203Y",3,3,5,5,4,5,4,68551,7,34,2,3,2
"481","Y465S","Finance","Z5080X",3,5,5,4,4,6,6,47605,7,53,1,1,2
"482","K445U","Ethics","W4935V",5,3,6,7,6,5,5,69854,10,40,2,2,2
"483","Y379Z","Health","Y9874X",4,2,5,5,6,3,4,160574,8,27,2,3,2
"484","D889S","Ethics","V5401Z",4,2,5,5,5,3,NA,54445,2,37,1,2,2
"485","G673G","R&D","X2508W",2,3,3,5,3,4,4,57974,3,43,1,2,1
"486","L542S","Health","V3988Z",1,2,2,2,2,4,3,53238,4,45,1,2,2
"487","K182T","Finance","Z5440X",3,1,4,5,6,3,2,80262,1,54,2,3,2
"488","F233Y","Finance","Z5080X",2,5,4,4,3,7,7,54673,0,43,2,2,2
"489","S972H","Finance","Z4040W",3,3,4,4,4,5,NA,59540,2,37,2,2,2
"490","N621M","Finance","Z5080X",4,4,6,5,6,5,6,70397,10,34,2,1,2
"491","V330R","Finance","Z4040W",1,4,3,2,3,5,NA,64402,4,34,2,3,2
"492","D579D","Finance","Z5080X",5,1,7,6,7,3,3,58382,0,53,1,2,2
"493","N999K","Finance","W7052V",3,5,4,4,5,6,NA,47645,6,45,2,1,2
"494","K270Q","Health","V3988Z",4,4,5,6,7,5,NA,56972,3,41,2,2,2
"495","J474E","Finance","Z4040W",3,2,5,5,5,3,4,46609,6,53,1,1,2
"496","C629K","Finance","Z5440X",5,4,6,6,7,6,5,87001,9,49,2,3,2
"497","G518S","Finance","W7052V",4,2,5,6,5,4,4,77099,8,28,1,2,2
"498","F540N","Finance","W7052V",3,2,4,5,4,4,3,54752,5,38,1,2,2
"499","Q410J","Health","X3361V",4,1,5,6,6,2,3,55650,1,40,2,2,2
"500","H377G","R&D","X8503X",1,2,2,3,3,3,4,53590,2,35,2,2,1
"501","E836Y","R&D","V4859W",5,5,7,7,7,6,NA,94158,4,26,2,3,1
"502","H796B","Ethics","V1748V",3,5,5,4,5,5,7,58909,5,28,2,2,1
"503","I904K","R&D","V4203Y",3,2,5,5,5,4,4,70476,8,35,1,1,2
"504","I424A","R&D","X2508W",2,2,4,4,3,4,4,125061,8,38,2,3,2
"505","D789K","Finance","V1626X",2,1,3,3,4,2,2,52336,5,34,1,1,2
"506","G952M","Finance","Z5080X",2,2,3,3,4,3,4,75781,4,24,1,3,2
"507","P655F","Finance","V1626X",2,2,2,3,4,4,NA,107482,4,26,2,3,1
"508","K686V","Finance","W7052V",4,4,5,5,6,5,5,59039,2,23,1,2,2
"509","P182S","R&D","X2508W",4,1,7,6,5,2,3,68362,10,32,1,1,2
"510","U585I","DSI","Y7924Z",3,2,4,6,4,3,4,51026,7,49,1,1,1
"511","W250C","Finance","Z4040W",4,2,6,6,6,3,3,77270,4,29,1,3,2
"512","O431P","Finance","V1626X",3,1,5,5,5,2,2,129825,3,52,2,3,2
"513","M450B","Finance","Z4040W",4,3,6,6,4,5,4,48343,4,28,1,1,2
"514","J120Z","R&D","V4203Y",1,1,3,3,3,2,4,75570,9,39,1,1,1
"515","J444K","Ethics","W4935V",1,4,3,3,3,5,6,47490,4,41,1,1,2
"516","N225A","Ethics","V1748V",3,5,5,4,5,6,6,47175,1,39,1,1,2
"517","A847M","Ethics","V5401Z",3,2,4,4,4,4,NA,165627,8,24,2,3,2
"518","R271B","Finance","Z4040W",4,4,5,6,6,5,6,151157,8,45,2,3,2
"519","T207P","Finance","Z5440X",2,5,3,3,3,6,7,71502,3,34,2,3,2
"520","Y126L","R&D","V4859W",3,2,5,4,4,4,4,57687,2,40,1,2,2
"521","P230O","Finance","Z4040W",2,3,4,3,3,4,4,70592,8,22,1,1,1
"522","D669M","R&D","X2508W",1,5,4,2,2,6,7,51684,4,26,1,1,2
"523","E351Q","Finance","Z4040W",1,2,2,3,3,5,3,127275,2,27,1,3,2
"524","P451M","Ethics","V5401Z",3,2,5,5,5,4,NA,79168,0,32,2,3,2
"525","Q766V","Ethics","V5401Z",5,5,7,7,7,7,NA,55088,3,32,1,2,2
"526","L986W","Finance","V1626X",4,3,6,6,6,4,NA,77698,5,40,2,3,2
"527","Q851A","R&D","W6837Y",1,5,2,3,3,7,7,113082,10,49,2,3,2
"528","W250C","R&D","X8503X",2,5,3,3,4,6,6,132851,3,25,1,3,2
"529","R870I","Finance","Z5080X",5,2,6,6,6,4,4,52227,0,46,1,1,2
"530","C349N","R&D","X8503X",3,5,4,5,5,6,6,52008,7,43,1,1,2
"531","J959L","R&D","X2508W",4,3,5,6,6,5,4,75214,8,53,1,1,2
"532","E666C","R&D","V4859W",3,3,5,4,4,5,5,45279,7,53,1,1,2
"533","F245L","R&D","X2508W",3,4,3,5,5,5,6,53023,4,48,1,2,2
"534","V760F","Ethics","V5401Z",3,4,5,3,4,5,6,128814,7,43,1,3,2
"535","A637D","Finance","Z4040W",4,1,5,6,6,3,3,55630,1,50,2,2,2
"536","A627Z","Health","Y9874X",1,3,3,2,3,5,4,170389,10,38,2,3,2
"537","D775V","Ethics","W4935V",3,4,5,5,5,5,6,77233,8,38,2,1,2
"538","N434V","R&D","V4859W",5,4,7,6,7,6,6,170457,9,24,2,3,2
"539","Q710E","DSI","Y7924Z",4,3,5,5,5,5,5,55756,3,54,1,2,2
"540","U319Z","Ethics","V5401Z",2,4,3,3,3,6,5,52617,6,34,2,1,2
"541","W792F","R&D","V4203Y",5,2,7,7,6,4,4,57301,6,39,2,2,2
"542","G157Z","Ethics","W4935V",3,2,5,4,4,3,4,54407,3,34,2,1,2
"543","Q670O","Finance","V1626X",5,2,7,6,5,3,4,100246,2,39,1,3,2
"544","L354H","Finance","Z5440X",5,1,7,7,7,2,2,134439,4,32,2,3,2
"545","X613P","Finance","W7052V",3,3,4,4,4,5,5,83194,10,26,1,2,1
"546","H914H","R&D","V4203Y",3,3,5,5,5,5,5,56843,4,32,1,2,1
"547","D392M","DSI","Y7924Z",1,3,2,3,2,4,4,70097,9,33,1,1,2
"548","F813E","R&D","V4859W",2,5,2,4,4,7,7,48188,6,55,1,1,2
"549","E784W","R&D","X8503X",4,2,5,5,5,3,NA,55338,5,29,1,2,2
"550","B838E","Finance","Z4040W",5,4,7,6,7,6,NA,59912,6,23,1,2,1
"551","A969A","R&D","X8503X",5,1,6,7,6,2,2,62758,6,52,2,3,2
"552","L167X","R&D","W6837Y",1,4,2,2,3,5,6,132842,5,53,1,3,2
"553","L404X","Finance","Z5080X",4,4,6,5,6,6,4,59577,4,34,2,2,2
"554","U786K","Finance","Z4040W",2,5,3,3,4,6,6,91182,0,46,1,3,1
"555","S921F","Ethics","W4935V",1,2,3,3,3,5,3,56536,2,31,1,2,2
"556","J129O","Finance","V1626X",1,3,3,2,3,4,NA,53661,7,36,2,2,2
"557","O671E","Finance","Z5080X",3,5,5,5,5,7,6,46415,7,54,2,1,2
"558","R761R","R&D","W6837Y",1,3,3,3,3,5,5,59640,2,48,1,2,2
"559","G377J","R&D","X8503X",5,5,7,6,6,7,6,135072,8,53,1,3,1
"560","Y293Q","R&D","W6837Y",3,1,4,4,5,3,3,54382,0,48,1,1,1
"561","E963W","R&D","X2508W",2,3,3,4,4,5,5,59614,1,30,1,2,2
"562","K372H","Health","X3361V",3,4,5,5,4,5,6,108649,1,33,2,3,2
"563","M590T","Finance","V1626X",2,1,3,4,4,3,3,53022,7,51,1,1,2
"564","M930M","Ethics","V1748V",4,4,5,6,7,5,6,147230,9,30,2,3,2
"565","V241O","Finance","V1626X",4,5,6,5,6,6,NA,61798,9,46,1,1,2
"566","T234M","Finance","Z5440X",3,3,4,3,5,5,5,149745,8,34,2,3,2
"567","O869B","Finance","W7052V",1,5,2,2,2,6,7,54758,3,38,2,2,2
"568","R212U","Ethics","V5401Z",1,3,3,3,3,5,5,58498,4,23,1,2,2
"569","U580T","R&D","X2508W",3,5,5,5,4,7,7,73249,6,31,2,3,2
"570","Q436J","R&D","X2508W",5,1,6,6,6,2,3,67377,1,32,2,3,2
"571","R739Y","R&D","W6837Y",1,3,3,3,2,4,5,118029,7,24,2,3,2
"572","I200K","Finance","Z5080X",3,3,4,4,3,3,6,100305,4,24,2,3,2
"573","N423N","R&D","X8503X",5,4,6,7,7,5,6,87028,8,32,1,3,2
"574","J644V","Ethics","V1748V",5,1,6,7,7,2,2,80775,10,40,2,2,2
"575","W628H","Ethics","W4935V",2,4,4,5,4,5,5,52983,6,52,2,1,2
"576","K514D","R&D","X2508W",4,2,5,6,5,4,4,87755,5,54,1,3,2
"577","F465J","Health","Y9874X",1,5,2,2,2,6,6,59782,6,45,1,2,2
"578","C309T","R&D","W6837Y",1,2,3,2,3,3,4,75155,7,44,2,3,2
"579","E199Z","R&D","V4859W",2,5,4,3,4,7,6,67997,10,31,1,1,1
"580","Z672J","Health","X3361V",4,4,5,5,5,6,6,131989,5,39,1,3,2
"581","T524A","Finance","V1626X",1,1,4,3,2,3,2,47819,6,36,1,1,2
"582","D744G","Finance","W7052V",2,4,4,3,4,6,5,61385,6,48,2,3,1
"583","U380G","Health","Y9874X",3,4,4,4,4,5,5,53206,5,54,1,2,2
"584","M313V","R&D","X2508W",5,4,7,6,6,7,NA,48005,0,37,1,1,2
"585","V823M","R&D","X8503X",5,3,6,7,6,4,NA,49314,2,31,1,1,2
"586","C744S","R&D","X8503X",1,2,3,2,2,3,3,47198,4,54,1,1,2
"587","N287M","R&D","X2508W",3,1,5,5,5,3,2,57420,6,46,1,2,1
"588","T389Y","DSI","Y7924Z",2,3,3,4,4,5,5,55050,2,37,1,2,2
"589","R766K","Finance","Z5440X",5,2,7,7,7,4,NA,76289,10,54,2,2,2
"590","O397I","R&D","V4203Y",4,3,6,5,6,4,5,52808,2,52,1,1,2
"591","U622G","Health","V3988Z",2,5,3,4,4,7,6,55243,5,41,1,2,2
"592","D615H","Finance","Z5080X",4,5,5,6,5,7,7,68088,8,50,1,1,2
"593","A403N","R&D","X8503X",5,4,7,5,7,6,NA,126486,9,24,1,3,2
"594","Y969S","R&D","W6837Y",5,5,6,6,7,7,6,100518,5,48,2,3,2
"595","Z700B","R&D","W6837Y",5,4,6,6,7,5,7,133461,5,43,2,3,2
"596","W239O","Finance","Z4040W",2,2,3,3,4,4,NA,65307,8,26,1,1,2
"597","H318F","Ethics","V1748V",3,4,4,5,4,6,6,54632,2,51,2,2,2
"598","J634C","R&D","V4859W",5,1,7,6,7,3,3,76305,10,54,2,1,2
"599","V317Y","DSI","I511L",4,2,6,5,5,4,2,80059,6,39,2,3,1
"600","V905Z","Ethics","V5401Z",2,1,3,4,3,3,3,76368,10,36,1,2,2
"601","A616S","Ethics","V5401Z",5,1,5,6,6,3,2,46212,0,36,2,1,2
"602","X315J","DSI","Y7924Z",3,5,4,4,4,6,6,57122,6,40,2,2,1
"603","L146P","Health","X3361V",5,5,5,7,6,7,6,71116,3,41,2,3,2
"604","J480F","R&D","V4203Y",4,2,7,5,5,4,5,49647,1,52,2,1,2
"605","E663T","Finance","Z4040W",1,5,3,3,2,7,5,69068,8,52,2,1,2
"606","O764B","Finance","Z5080X",2,3,3,4,2,4,NA,53623,1,34,1,2,2
"607","X209H","R&D","X8503X",2,3,3,2,3,4,4,46690,6,38,2,1,2
"608","Q604B","Finance","Z5080X",2,1,3,4,3,3,2,56129,6,54,1,2,2
"609","S592K","Finance","V1626X",3,1,4,5,4,2,2,139590,10,28,1,3,2
"610","J901C","R&D","X8503X",4,4,6,5,4,5,NA,46025,6,33,2,1,2
"611","U847S","Health","X3361V",1,1,2,2,3,2,3,58645,6,27,1,2,2
"612","R197Z","Finance","Z5440X",3,4,5,5,4,4,6,124871,0,23,2,3,2
"613","T902Q","Finance","W7052V",2,1,4,3,3,2,2,78980,1,22,2,3,2
"614","V848I","Health","Y9874X",2,5,4,3,4,6,7,45977,2,31,1,1,2
"615","W337Z","Ethics","W4935V",3,5,4,4,5,6,6,149225,8,46,2,3,2
"616","R584O","Ethics","V1748V",1,3,2,3,2,4,5,55113,7,51,2,2,1
"617","Z252O","R&D","X8503X",2,4,4,3,4,6,6,53566,6,45,1,2,1
"618","I446A","Finance","Z5440X",3,4,5,5,5,5,6,45287,3,31,1,1,2
"619","V941L","Health","V3988Z",1,3,2,2,2,5,5,86761,1,41,2,3,2
"620","S612R","R&D","W6837Y",1,3,3,3,3,5,4,127623,10,29,2,3,2
"621","Z284T","R&D","W6837Y",2,4,5,4,3,6,NA,141365,3,40,2,3,2
"622","V914O","DSI","I511L",3,3,4,5,5,4,2,46089,6,30,2,1,2
"623","G507G","Finance","W7052V",3,5,5,4,4,7,7,139168,8,55,2,3,2
"624","V487G","R&D","X8503X",1,3,2,2,2,4,6,133565,4,47,2,3,1
"625","L992K","Finance","Z5440X",5,4,6,6,7,6,6,49821,3,53,2,1,2
"626","J406P","R&D","V4859W",5,3,7,7,6,5,NA,48795,5,26,1,1,2
"627","I295E","R&D","X2508W",1,4,2,3,2,5,5,79894,10,32,2,2,2
"628","M510G","Ethics","W4935V",5,2,7,7,6,4,3,119835,7,32,2,3,2
