"X","review","id"
166,"Good experience. Meet great people working in community associations. Advancement opportunities are passed on ""favorites. "" Pay is low. Bad management. Promote based on skills and performance. Raise pay. Treat employees equally.","G814L"
167,"Very consultant and family friendly company. Sales force grew at slower pace than expected! Continue with new consultant on-boarding process to make transition to client site and team easier for all concerned. Very well received!","Z905K"
168,"You can get good command on excel.You study about economies and retail sectors.Less hassle in leaves and timings. Less learning.Future prospects are not that good after working here.Salary is lower than average.Management is not that good. NA","Z459G"
169,"Good culture, opportunity to travel Long hours, challenging projects NA","J943W"
170,"People are very nice to work with and responsive to any request you may have. I didn't feel any cons for now NA","B328L"
171,"Beautiful work place. Nice people. Some supervisors do not act professionally. They would give you the homework at 11 pm at night and would ask you to bring them by 8 in the morning. NA","X953B"
172,"I received lots of management support to carry my job. I have worked with some great people. Good benefit (holidays, bonuses, free events etc). Low work pressure (the company has high margin and a premium brand name) Slow promotion, bureaucratic, some people are lazy (you might find that few people are actually working). Bosses are more concerned about how to promote themselves than about the company Layers of management has hindered productivity. Neither organizational structure or process is top notch among MNCs.","U762Z"
173,"REDACTED is a industry leading software company that prides itself in creating a great product and exceptional work environment. Some of the factors the makes REDACTED an enjoyable and satisfying place to work include:Great work atmosphere.Friendly and knowledgeable co-workers.Superior growth opportunity.Exposure to different departments.Supportive management team. None - enjoyable and stimulating workplace. NA","U611F"
174,"- Good for freshers who are looking at entry level consulting work. (but)- Good projects, good clientele, lots of opportunities (but)- Lots of flexibility, satisfactory pay (but) But -- Extremely low level consulting, most of it is market research so no learning on that front.- Zero flexibility, this organization wont change, no matter ho bright an idea you have, they will stick to their paleolithic frameworks and work habits.- A very brutal murder of your social life be prepared to work, work and work.- 'Non Conventional way' to get data, be prepare to lie to get work done.- Zero technical skills - still stuck with MS Excel, that too extremely basic.- No training, No skill development just get it done - any way possible. Hire smarter people, ""Senior Consultant"" is more than a job title. Make sure you're not stuck with national level rejetcs.","R178Q"
175,"Great atmosphere, very nice and supportive team. It was a very fast paced environment so I got to learn a lot in a short period of time. The compensation package is great, better than most competitors. And, you will always have a job as long as you work hard and are smart. There are no really downsides, except the type of work they do gets boring sometimes but that is just the work NA","C211B"
176,"Flex hours, coworkers are good Used to have really great benefits - now it is all through a union agency in Philadelphia and not nearly as a good/borderline below average. Have to pay for your own parking. NA","Y617M"
177,"Great work life balance, opportunity for growth Should improve on the benefits NA","M538U"
178,"you can get a lot of hours they cant seem to get payrole right go out of business","X920H"
179,"Great job and work life balance! Company unable to effectively manage growth with its employees. Lifestyle Directors need more training across the board.","G853V"
180,"Cutting edge approach, smart leadership, humane approach to management and leadership.Empowerment and trust. Poor marketing resulting in low rate of business Reorganize and add strong marketing.","E940H"
181,"REDACTED employs (although it is increasingly employed) some fantastic people, who are very skilled in their field of expertise and care deeply about the results of their projects.The REDACTED name also carried substantial weight in many of their fields of work, opening doors that would otherwise remain firmly closed. After near financial ruin, resulting from atrocious management by the board (prior to delisting) the company stumbled through many years of ownership by its creditors (several major banks) before eventually being sold to Kier. From my experience in the engineering consultancy, this area of the business was being slowly run down by the mid level directors because it appeared Kier only wanted the roads work and the counsel contracts. Difficult to offer advise to the management, they appeared to have a strategy, it just didn't fit my career aspirations.","L276H"
182,"more of a consulting shop Bad Management, Bad Benefits, consulting/body shop NA","J207A"
183,"Very supportive and good learning experience Stringent Incentive policy and less flexibility NA","C252M"
184,"Great team, very positive working atmosphere. A lot of responsibility from day one thanks to the size of the team. Salary below expectation level. Lack of communication between senior and junior colleagues, sometimes leading to general misunderstandings. NA","O521Q"
185,"Great place to work - would recommend a friend In consulting you should expect to work long hours NA","Q834C"
186,"You will be an expertise in auto industry if you work here for more than one year. You can experience life of a consultant in the first day entering in haistand If you do not mind salary, may haistand is a nice choice. Remember , you are not only a consultant in haistand. NA","J518S"
187,"A lot of emphasis was placed on the personal level with regular feedback sessions and personal growth plans. There is a high degree of trust, resulting in autonomous, challenging work. Due to the large, strongly hierarchical stucture of the company, feeling for office politics is needed more than would be ideal. The organization can feel a bit rigid and formal outside of the own team. Step away from te rigidity, create a culture where people accept making mistakes and take responsibility.","R167I"
188,"Great place...Great training and development. Work Life Balance is not there NA","M440F"
189,"Lots of travel for travel lovers. The pay scale is below mediocre. A lot of what you learn is company specific and is not marketable skills. re-engineer the etq-script API and its java-docs. Pay better to reduce turnover. Do not underestimate the hidden cost of losing your experienced employees.","P482K"
190,"CMC is a fun and thriving company to work for. I love the neighborhood, the field, my colleagues, and boss. Truly, this job rewards hard work and effort equals results.The employees are self-driven, personable, and friendly. The team is diverse with people coming from all walks of life: healthcare, sales, recruitment, and finance. Starting out, everyone pitches in to give advice and makes you feel at home. My background in Nursing prepared me well and I really enjoy being on the business side of healthcare. The CEO is intelligent, inclusive, and has a unique vision for healthcare recruitment. I enjoy working for him and see myself as a long-term employee.The compensation package and benefits are generous. The commission plan is competitive, the more time that passes, the more money you make. My sales grew dramatically after year one when I felt really established and have continued to climb at a steady rate. There are fun sales contests and incentives throughout the year.The schedule is a typical 9-5 which I enjoy as I used to work nights and weekends as a nurse. The team has really grown this year and the office space is getting a little snug although we are looking for a larger space currently. I hope to stay in the neighborhood. You are doing a great job, let potential new hires know there is a ramp up period of approximately 6 months, but stay in it to win it.","B119R"
191,"Some partners really seem to care about nurturing the careers of junior staff (researchers and admin staff) and are open to progressing - from EA to Researcher and so on. Lovely building near Bank station/the city. The partners get a commission of each assignment they bring in (rather than sharing equally among the partners in the firm as is the case with other exec search firms) so there are a lot of sharp elbows rather than a team/company spirit. That, combined with a lack of leadership (in terms of setting a good example and professionalism) amongst the partners and managerial staff, leads to an unpleasant atmosphere in the office. Focus more on leadership and setting a good example for junior staff and try to create an inclusive feeling/more of a team spirit rather than the sharp elbows.","F389B"
192,"No evenings or weekends.It's a place where people can start a new career, to get back on their feet with the recession that we are in.Very family-friendly atmosphereThis company gives the the opportunity to do what I've dreamed of doing.Selling something that is beneficial to business owners. Some people don't put 100% into their position.Some employees take extended and/or multiple allotted breaks.More team work. More scheduled meetings","L266N"
193,"I got to work for REDACTED straight out of college after completing my Masters. I admit the ride was high octane but worth every bit of it. It did help me to expand my knowledge on several domains in a very short period of time.This journey has helped me to transform myself as a professional who will be able to handle high pressure situations with ease. A bit of guidance for new joiners would be great Resource allocation could be more eased out.","S654I"
194,"good money easy work, great staff can be all times of day not available","H841K"
195,"Great team of people although a wide gap in abilities between Senior staff. Quite a diverse group of people predominately internationals. Quite a lot of work to get on with, mostly similar so once you start one project it is familiar on the others, looks good on the CV for future job prospects speaking from experience. Management could improve, although has improved greatly in 2015. Completely baffled how some staff are retaining their job with lack of ability, English comprehension and no enthusiasm. Limited help on my training and development however that is improving this year but requires a relentless attitude to see results. Project deadlines are completely unrealistic however if you are not senior this isn't much of an issue. Much more involved management required and stronger action needed against current complacent staff. More attention and action when warned by staff of IT problems as they severely restrict the work flow of the whole team.","H937T"
196,"I worked at the Huston Huffman Fitness Center on the Norman Campus as a front desk cashier and as a facility attendant. Coworkers are mostly peer students and supervising staff are friendly, accommodating, and always ready to help. Pay was hourly minimum wage with little increase in raises. Possibly raise pay rates based on performance or time spend working at the facility.","P620N"
197,"SMCI is a very good IT Staffing company that still cares about relationships with clients and consultants. They work very hard to get to know both clients and consultants and ensure a good culture and technical fit. They have provided very good training and they have some very Sr. tenured staff that you rarely see at companies like this. That says a lot about the company and culture. Recruiters get their own office, and have a lot of autonomy and support. Todays IT staffing business always has its ups and downs but that is more indicative of the industry then SMCI. They do have high expectations, but if you like this industry this is a great company to work with. Increase your online presence SMCI has a positive and loyal following with many in the IT community and it would be nice if that was reflected on sites like this.","F714L"
198,"Small enough to make a difference and big enough to have job security Strategy not clearwestern origin people can grow faster Follow meritocracy","S796P"
199,"Friendly working culture, Easy getting leaves and employee friendly policies, Learning opportunities I don't see any that is the reason to be longer working here (around 4 years). NA","X728W"
200,"A very solid experience in many areas, opportunity to work with some of the largest organizations in the world.Special focused experience in the LS industry, Validation, 21CFR part 11 experience. Very busy company, just make sure you are up for the challenge to work smart and work hard and you will be rewarded. Many great incentives have been already made, don't stop and continue to think of more ways to make employees partners.","X390Y"
201,"REDACTED&S is an amazing company to work for. The REDACTED&S leadership team (particularly the REDACTEDanaging Partners) is second to none in the industry. The company has made huge investments in its employees -- folks who have taken advantage of this opportunity have benefited immensely -- from a professional development and a career growth perspective.The company is agile, nimble and adds great value on client engagements. Co-workers are smart, ambitious and willing to go the extra mile and spend extra hours to help each other succeed.The work life balance at REDACTED&S is amazing.The emphasis is on doing things the right way and in the process we end up designing world class solutions for our clients.In my honest opinion, there aren't any better places to work at -- been a pleasure to work at REDACTED&S. Thank you! I can't think of anything particular at this point. NA","X681F"
202,"enjoy working as its fun with energy, learning and good prospectsGood culture and great team effort.........also future career prospects work work work.......but learning, more benefits.....in terms of money and time commercial aspects","K941W"
203,"I have worked for REDACTED Management Consultants for over 2 years now and have had the pleasure of experiencing tremendous growth and reward with the firm. I began working with CMC within the first year they opened in Cleveland, Ohio and 1 year later we have doubled in size and continue to grow. I am so glad I made the decision to join the team. Not only is the atmosphere welcoming and energetic, the services we provide to clients/candidates is like no other. The quality of work, our care and concern resonates with the people we talk to and it makes what I do so rewarding. CMC remains at the forefront of recruiting trends and is constantly looking for ways to improve and remain competitive. The people I work with are great and it is very much a team-oriented collaborative environment. This is a great company to establish a career with. We are a growing, progressive company which means you have to be adaptable to change. This is a fit for me but not for everyone! I like the continual training that is provided and hope this always continues.","I570V"
204,"Great experience. Could not be a better environment to put my PM skills in to practice Opportunity to grow but again great experience NA","M877R"
205,"The pay is good if you're alright with commission and opportunities for advancement. They never really told me what I was going to be doing in the interview process. You really should let people know what type of job this is to start off.","N629F"
206,"earn travel miles and points for travel to client sites Pay is MUCH lower than the average consulting firm. Very small firm with a lot of incompetent leaders and other managers. They cannot seem to secure contracts nor figure out how to use their staff appropriately for best company growth. They also seem to continue to struggle to gave footing in the industry. Management has a lot of trouble adapting to the changing healthcare landscape. Until they start listening to the consultants about what the industry wants, they will continue to go downhill.","D931Z"
207,"Family oriented company, some staff members do genuinely show care. Good benefits package, free parking, morning coffee and fruit served on a daily basis. Most people are friendly and courteous. Poor communication within all departments. There's very little transparency within the departments, people tend to work more individually then collectively. Hard to move up / grow within in the company. Management needs to be more communicative to the associates. Cannot expect staff to better service the clients without knowing what is actually being serviced to them.","F640K"
208,"REDACTED&S Consulting is a company that cares about their clients, employees, and community. I've enjoyed working with a dynamic and diverse group of talented individuals that contribute to a top-notch team. Its refreshing to see a leadership team that does what is right for their clients and employees instead of what is easy or best for their bottom line. Leadership respects highest consulting ethical standards and practices and works to create visibility and transparency among all employees and parties involved. Employees here care about their work product and each other. They are always willing to help each other out and listen to each other's opinions. Its inspiring to be a part of such a highly intellectual and fast-paced team of problem solvers. I can't think of anything bad to say about working here. Please continue what you are doing to provide a positive work environment.","Z930S"
209,"Bright and talented colleagues. Excellent reputation with clients. Interesting strategic and operations client engagements. Very good benefits -- Paid medical benefits! Although work/life balance is an important value at EREDACTED it is sometimes difficult to make happen. NA","J853A"
210,"Best people in the world to work with - smart, hard-working. Too much travel - tough work/life balance NA","B149R"
211,"Great Company for employment and opportunities for upward mobility. Actual location of work site is in a different geographical location with respect to corporate location, which is challenging contact HR. NA","Z173Z"
212,"Relaxed atmosphere, helpful colleagues and good work life balance Below par compensation package compared to the industry standards NA","C511N"
213,"Amazone team and so much responsibilities that lets you grow within the company. You have to be able to work under pressure and make timely decisions. This is a fast paced environment. Keep encouraging the employees to find a sense of community and support team building and transparency.","Q718W"
214,"Experience, faculty, benefits, collaboration, location. Salary, understaffed, administration, location, old building. NA","V489Z"
215,"Great general management experience. good opportunities to learn about different industries. Decent work/life balance for a consulting firm. Work with lots of smart people. Few promotions in the last few years. Travel (although that is a given for consulting) Focus on both practice area IP development in addition to NBD/sales.","J688C"
216,"I was on a long-term projects. and the client I was working with was very nice. This just one of many firms trying to disguise itself as a ""consulting firm"" when in fact it is more of a staffing agency. show some respect to the consultants that work on your projects. clear identity and direction of this firm.","F509E"
217,"-Nice office and location-Free snacks Unprofessional company with an abusive management style and outdated organizational culture. I wouldn't recommend this company as an employer or as a service provider to anyone.Just a few examples:Super high employee turn over, lack of transparency, CEO would quietly sneak behind your door or hide to check on you, no work structure, no clear instruction, you can work all day on a task just to realize the instructions had changed without letting you know.Please check STEP company reviews on glass door to get a better picture about REDACTED since it's the same company. Business and success can be achieved with an open mind and willingness to learn (and kindness!) I would recommend the CEO to pursue additional academic education, update her knowledge, leadership style and social skills.","N803J"
218,"fun and lively environmentgood payopportunities to to growaccording to your schedule tiring worklong hoursstanding for long periods of time more one on one communication with staff","V271J"
219,"Some really great people who really care about the company. Only chance of promotion is through favoritism. Corporate is a mess, a bunch of idiots who do anything the CEO tells them. NA","B745I"
220,"Great ClientsA few bright peopleSome Strategy work (very little) The rapid change and flip flopping attitude of senior management have turned REDACTED into a political, backstabbing mess. Junior resources are treated as commodities. There is no client diversification and promotion cycles are political. The move towards execution services has caused most of the top talent to leave. Work life balance is not valued at all. Stop changing direction. Stop lying to your employees and reward you true stars. The firm has gone down hill and a lot of it has to do with the deterioration of leadership.","H894T"
221,"improves communication skill,good strategy,problem handling,good support for new employee very harassing,less work more seekers,quality based payment decided by the seniors,very less payment NA","O930E"
222,"Great company that provides excellent technical skills and support to their customers, offers real life experience to fresh outs, supports work life balance and is well established. None that I can think of. NA","K460D"
223,"Ranked university. Highly focused in personal skills. Warm work environment, collaboration and team work. Research is mainly focused in heterogeneous catalysis to improve the production of biofuels from biomass. NA","P139P"
224,"Amount of pressure from senior management is less. at times, work load is very high. NA","M734T"
225,"The leadership is flexible, supportive, and all around appreciative of your education/work balance. Advancements for student positions aren't incredibly compensated, but the work doesn't call for extreme responsibilities either. The work environment is near the top of any I've ever experienced. Improved wages for employees that exceed expectations would be one recommendation I have.","V804U"
226,"Fair with consultants, transparent in their dealings with consultants and clients. Flexible - willing to work with both consultants and clients to get to win-win. In general much more pleasant to deal with than many of the other Pacific Northwest Project / Program Management consulting firms- and I have worked for a few. None of any significance to mention. NA","K127L"
227,"The top management (Partner & Associate Partner level) is pretty good. They look after their people and ensure that they are happy. Bonus structure is also pretty good and if you do a good job, your performance will be noticed and appreciated. HR is hopeless, some Senior Principal consultants lack leadership & mentoring skills. A very political place if you want to grow. Lack of traiining and development opportunities. More of a technology consulting firm, lack any solid management consulting engagements. Not multi-cultural at all. Training opportunities need to be provided to upskill employees.Leadership skills need to imparted into Senior Principals. Boss culture needs to go away and should make way for inclusive leadership. HR needs to pull up their socks, hiring & firing people is not the only work HR is supposed to do.","G250P"
228,"Fun people, Great commission, Good place to gain experience Horrible hours, Pay per hour is bad, Not a lot of opportunity to move up, you will be doing both office management as well as leasing apartments and and don't expect them to cut you any slack when you are doing a 2 to 3 person job by yourself, Company treats part time leasers like they are nothing, You will take responsibility for any mistake even if its not yours, You may have to be comfortable lying in order to trick nice people into leasing scummy apartments. After which you have to deal with the incredible amount of complaints even though you have no power to fix anything, and your hours are their play thing if they want to change your work hour without a days notice they can and will, For leasers if your occupancy rate falls a little below it is completely and 100% your fault no matter what and dont expect much help getting it back up, and finally part time employees dont get any breaks or lunch, but you can expect your managers to take off for several hour for their lunch break and leave you by yourself to do everything. Respect your leasing agents more, especially the part time ones. They do a lot of work for the crappy pay","D239W"
229,"Great atmosphere as with any research REDACTED. The REDACTED is struggling to find funding, which may have a long term negative impact. NA","N753B"
230,"Please note that I have no experience with AMC alone.Instead, I work under a mix of both AMC and Acacia Capital. A mash up of two different management companies. Both bearing a lot of flaws.Hourly and salaried compensation is above average which is good! Absolutely money hungry. They charge up the apartments far past the market average without consideration for the age or condition of the property. This puts a lot of stress on the on-site staff.Additionally, the bonus structure is dependent upon far too many factors. Commissions are reduced for any reason. You expect $50 for each move-in but you're left with $15 if they don't move-in almost immediately. You expect a $1,500 quarterly bonus but you're left with $500 if you go a cent over any of your budget line items.Upper management would rather force an applicant in to an apartment in order to increase occupancy without any concern for their 'preferred' move-in date. Leaving the applicant feeling pressured and unhappy.It is without question that little to no money is put back in to the property. Our budgets are shallow and prevent flexibility. So you're left with an old rickety property and no money to fix it.Again, this company seeks out the most financially beneficial route rather than the happy resident route.Write-ups are distributed for work related occurrences. Can't meet delinquency goals? Well you will be written up.I've never worked for a company that is so scattered and unorganized. You will never utilize a company specific form. Instead you are responsible for generating your own forms at a property level. Email typos from upper management, tacky resident notices, total lack of brand management, just to name a few.They don't even have an operations manuals. Nothing is uniformed!They still utilize paper time sheets... Yep... Paper. Get your fingers ready, you have to submit a last minute report for almost everything and anything. Especially stuff that they could simply look up through our resident record system.AMC implements a company-specific resident record system. Say goodbye to Yardi and OneSite and say hello to AIM... I find myself having to submit a help desk ticket every two days for this makeshift, clumsy, error-prone interface.You're just not given the tools you need to succeed. You are, however, given the expectations and responsibility to succeed.This company is a big blame game. No team atmosphere whatsoever and the people aren't even cool. Your ""team"" will consist of insecure, stressed out employees and rightly so; everyone is getting yelled at... EVERYONE.Do you need validation? You won't get it here. Did your job above average? Who cares? That's what you should be doing...Their motto should be ""Results instead of effort"". INVEST MONEY BACK IN TO ALL THE PROPERTIES... Please?... Pretty please?","P558D"
231,"First thing you realize when you first enter the office is its different, especially, if you have previously worked in a big organization. One of the best part is you get to work and interact directly with the top management.Good learning curve as you grow both professionally and personally.Good or bad - working here will be an experience and definitely worth it. Space crunch; Can be more organized NA","P604S"
232,"Having good working environment to exposure our knowledge and learning new technologies. We met client expectations under time limit which is specified in the project. Having Client interaction to discuss about work status on weekly basis. NA","N714I"
233,"can gain experience as a fresher bad policies, no life, only work hr policies should be employee friendly","O439N"
234,"Small company. Open door policies.Great management team and Human Resource Department. Does meet the market value as it relates to salary. Small company. Grow better!","J497F"
235,"Decent pay offered and no case studies during interviews. Most employees have some industry experience in field. REDACTED culture clashes with PwC's work culture. Less strategic and more operations/implementation type of work. Poor administrative and HR resources. NA","I567I"
236,"Flexible hours allowing for fairly normal balance between work life and family life. Good communication from management. Great learning environment. Average pay and benefits. High pressure at times. Hours can be substantial when trying to complete transaction. Inconvenient office locations. Keep looking for ways to improve office environment. Provide more opportunities for advancement and performance based incentives. Don't forget what made this a great place to work.","C313W"
237,"Involving in large projects with a lot of opportunities to learn. Having not flexible working hours NA","H297V"
238,"If the concept they talk about was true, they would be great. They under value the leading staff and put managers on a pedestal. The training ""Dept"" needs training. Walk the talk!","P275A"
239,"This place is great for a start.REDACTED University for learning just about everything you can think of, work-related or otherwise.Fantastic medical plan basically covers everything you may need. The medical plan used to be included, now you have to pay for it (not a big deal when it comes to health).Management seems to sometimes not listen to their employees.Some employees think this is a high school instead of a professional workplace. Have at least some minimal knowledge of the project you manage...","D459M"
240,"Training meets industry standards. You will receive a full case load and you will get turned off from working They do not pay you on time or at all. You have to work two months without pay and they will work you until you are so weary that you will have to depend on them. Stay away Pay your staff. Stop hiring people when you have absolutely no money to pay them. One day you are going to mess over the wrong group of people.","D537C"
241,"Efficient worker. well educated, hard working, patent, responsible, etc. Account dep, HR dep, Purchase dep, I'm hunger to learn pleas give me a chance","L628L"
242,"Good people to work with, engaged and competent. A good name to have on your resume but it's a trap to stay there too long. Good compensation package but not outstanding. Gas turbine business is a plodding dinosaur, losing its market to faster, smarter dinosaurs in an industry that is becoming obsolete. Massive layers of bureaucracy and mindlessly counterproductive procedures, favoritism especially among the Germans, fractured and uncommunicative organization, unprofessional treatment of professional people. Management spends far too much time congratulating themselves, but for no good reason. Energy has leaned on the corporation to try to buy their competitors, but that strategy has about run its course. Get yourselves out of the way while there's still time for someone else to save the business. The biggest problem is you.","Z411R"
243,"Great place to learn about how to run a business. REDACTED focuses on Operations Strategy, meaning how do you run your business to meet your strategic goals. You will get to see a lot of different industries and learn the best ways to solve high level problems. Great reputation among clients. Travel of course. Also, somewhat of a slave to the economy - when things are going well, consulting is great, when business slows down, it gets pretty stressful. This is the same for all consulting firms though. While REDACTED does great work, it does not have a broad reputation outside of product development and supply chain clients. Many people who leave REDACTED go to prior clients because they really understand what we do, otherwise it is difficult to get people to understand what you've done since they haven't heard of REDACTED. More communication is always better. They are getting better at it than they were a few years ago. Try to be more creative in getting more business other than just saying to try to sell more.","D349B"
244,"Great team, smart people, good work life balance. Company moves too slow. Reduce amount of middle management.","E163N"
245,"A friendly atmosphere where each person gets chance to exhibit his or her talent. The work types we receive in the company has so much of variety.The quality of people employed in terms of knowledge makes up for an excellent work place. Overall a great company to work with. Friendly and cordial culture. Helpful seniors and colleagues,work life balance. Everyday there is a chance to learn something new. Nothing as such . overall everything is good.Only the food quality can be a little better. Encouraging skip level meetings will be a good option .","N779C"
246,"CEO is relatively new, working hard trying to change the company culture by focusing on transparency, accountability and result driven behavior. There is very little administrative overhead (timesheets, status reports, etc). Great work life balance. Recovering from a period of management turnovers and weak leadership, however new leadership is taking charge and moving in right direction. Focus on career path, employee growth and development. More company events and public celebration of successes. Organize more volunteering opportunities and become more connected with local community.","O608Z"
247,"The people working there care about the company's success. Lack of good leadership; unwillingness to adapt to proccess, and no chanel management strategym Communicate with your employee and treat like as if you value them. Listen to their ideas.","T285C"
248,"Great organization to work with, Provides tremendous learning exposure to the freshers. Salary range is not very good for the freshers. NA","L977R"
249,"Plenty of opportunities. Friendly work environment. Pay is reasonable for heavy industrial. Extended health benefit is not bad. However, there is no RRSP matching or any pension plans. Not very well managed. No work and life balance. Not very stable. Your job depends on the oil and natural gas prices. Location is in south surrey which is far to get to. Improve the work environment. Promote more work and life balance. Do a better manhour planning before project starts. Some projects are over staffed and some are very under staffed.","B224K"
250,"new projects, industries, challenges, strong culture, opportunities lack of trainings, improvement opportunities rethink the motivation system, performance base compensation","A526N"
251,"Good Exposure and very kind people around. Till date everything good and nothing negative NA","I616E"
252,"- very good salary- high amount of benefits- paid-time off is more than 20 days - decision-making sometimes takes time NA","B626S"
253,"With the present environment there is no best reason to work All family run business, with inexperience so-called next generation entrepreneur, having no knowledge and experience to drive. People management at its worst, no HR initiatives, no retention policy, Sycophancy at its peak. Ideal place for only sycophants. Professionalism is zero. Look inside and explore within, and rectify those move towards best practices, Work life balance is zero","M414F"
254,"I left REDACTED c.1 year ago as an Analyst and have since moved into a corporate strategy position.Below are the best parts of working at REDACTED as an Analyst:1) Supportive Culture - team manager will always stay and help analysts to finish their work. Analysts are encouraged to ask questions. Company has very little internal politics.2) Great Exposure - new recruits are often asked to attend management meetings and presentations to Private Equity clients.3) Detailed Training - training includes soft and hard skills covering primary & secondary research skills, powerpoint presentation skills and in-depth excel skills.4) Fantastic Boss - Sebastian Chambers listens and makes time for everyone's opinion.5) Exciting Work - the work is very varied, you never stop learning about a new quirk in a market.6) Fast Growing - the company is growing fast, which makes working there and exciting place to be with a strong team ethic.7) Skills - the skills developed at REDACTED gives anyone the perfect platform to perform incredibly well in their next role.8) Great Platform - REDACTED gives anyone a perfect platform to move into their next role; whether it be Private Equity, Corporate Finance, Corporate Strategy or anything else. As with all consultancies, especially within the M&A space, the hours can be unpredictable and long but TOIL days make up for some of the extra work put in. NA","K335F"
255,"The people are intelligent, the work is interesting and challenging, and the clients are satisfied with the work the firm produces. The compensation is high and the offices are (mostly) located in desirable locations. Work/life balance is almost non-existent and the company has become internally competitive as upper level (senior manager) consultants are financially incentivized to work against each other. The turnover rate among junior staff (senior consultants) has increased significantly, and the firm's partners seem unaware of or uninterested in the driving forces behind it. 1) Not every good consultant makes a good manager. Consolidate administrative management responsibilities under a few good senior managers/principals and let the rest of your senior managers focus on being good consultants.2) Realign the incentive structure to reduce the carnage of the current internal competition among the senior managers.","P487L"
256,"Organization is flat and there is lots of facetime with the partner group Projects might get repetitive after awhile NA","O835S"
257,"REDACTED is a great option for those wanting a management consulting experience in a smaller setting. The firm has recruited well in the past, assembling a smart team that cares about providing quality results. The culture has come a long way, providing a flexible work environment for junior resources. Advancement comes to those who work hard and prioritize the firm's goals. As with any consulting firm, experience can be highly dependent on project staffing. Additionally, travel can range from 0% to 100% - either scenario can be a pro or con depending on personal preferences. The lack of name brand recognition is challenging when contemplating exit opportunities, though alumni have landed impressive roles. Recent management changes are very positive, with a focus on growing the firm. Your willingness to listen and react to employee concerns is appreciated.","I413V"
258,"Great forward thinking attitude with excellent employee support. The company is small and probably always will be. NA","Z189D"
259,"* Fantastic work environment* Great products that are developed (customized) to customer needs (very creative)* Care about the customers needs* Very knowledge employees (great in sharing ideas)* Communication has been extremely helpful from top management down!* Quarterly team building (very cool)* Team lunches* Rewards at all levels * Demanding but very fair* No excuse for not performing* Aggressive culture* Management wants us to think outside the box (creativity is a must) As with any company don't ever loss sight of how we got to where we are at today! Keep the great communication coming, it is a motivator! Keep up the team building exercises, great for moral! Continue listening to our customers making them #1 priority! Continue giving back to all of us (employees), always striving to make this a great place to work. The changes over the last year have been noticed and appreciated!","J144O"
260,"Good management, Friendly co workers, Shift facility. Not much as everything goes smooth and well. Keep up the good work","F464O"
261,"Locates in the city, great access, alive campus, high end tech center and study areas, diverse environments Engineering school doesn't have enough TAship and RAship to support PhD students for the most of their study. To collaborate more with other organizations to bring more money to the school of engineering. Ask for feedback from PhD students because they know how everything is working including their advisers, labs, and also other schools!","T856G"
262,"You get a paycheck. That is about it. I have to fill this space however so I will continue to write this sentence. Just about the most uncoordinated ""management company"" I have ever seen. They hire regional managers from different parts of the US and wonder why they don't have a clue about the market they oversee, etc. They have no marketing department so marketing is a complete joke and waste of money as they spend it flying the awful regional from state to state. They have exorbitant rental increases and can offer the resident nothing in exchange except for the same 4 walls they had the year precious. HR is a joke and there is no support whatsoever. Zero training, zero support. The best department is accounting as they are the only people that have a clue. If you value your sanity, your time, and your blood pressure, run from this joke of a company. The commission structure is almost designed to punish leasing agents making it very hard to attain a decent commission. And again, zero training and antiquated software make the company a laughing stock. Hire regional managers that have a clue and that are local or at least familiar to the market they oversee. They become looking like the biggest joke of all and have no leadership capabilities whatsoever. As an owner, you can have them by their balls, but as an employee, you'll be treated like an expendable slave with no value.","N245J"
263,"salaire, missions, esprit d'Ã©quipe, bonne ambiance pas de soucis particulier RAS NA","S229P"
264,"As a fresher learning is good, you can learn if you want. Expectations hurts here! - worst work culture- people pressure more than work pressure- annoying work timings- no work life balance- high rate of attrition- targets can become night mare for you and in lieu of achieving targets you only get peanuts- dirty work place politics (in which ceos are even involved and a big LOL for this)- miss management or people are mis-handled are same- employee is not a human rather they treat them as machine- MANAGEMENT SIMPLY SUCKS!! Advice to dumb people!!Grow up people, its your company hope not an rented one like your stupid office places. Stop carrying I don't care attitude if people started the same they will leave you no where. Stop exploiting employees! Hope someday someone kicks you at the right place and then you will understand how much it hurts to be associated with you.","K686G"
265,"Having worked at numerous companies in my entire career, I was looking for an organization where I could get a good corporate atmosphere. It was like my prayers were answered and I got the opportunity to serve at REDACTED. ItÂ<U+0092>s been almost 2 years and I am enjoying working here. Absolutely a good organization to work at. NA","T292I"
266,"Big promises of advancement, decent compensation (though slightly under industry avg), intelligent junior ranks, a handful of interesting/engaging projects every year. Overall the positive side of working at REDACTED is working direct for (and being shielded by) the star VPs No professional development; extreme turmoil and politics despite constant reputation management as a ""family firm""; much of best management talent leaving the firm; highly prejudiced and ""frat"" culture; Hazing by teasing and insults as well as heavy drinking seems to be the best way to fit in; poor staffing; face time EXTREMELY important; no work-life balance despite promises; heavy travel schedule; clients tend to be located in very bad places to work (e.g. Iowa, Buffalo NY, etc.); Common cross-country travel 4+ days per week Recognize needs of employees across levels for work-life balance as well as professional development; revamp on-boarding and staffing processes to make work environment engaging and actually utilize employees well.","G879Q"
