"","id","team","manager","jobTasksSDSA","jobBalanceSDSA","jobPaySDSA","jobRecognitionSDSA","jobAdvancementSDSA","jobCoworkersSDSA","jobManagementSDSA","salary","tenure","age","genderFM","degreeBMP","citizenNY"
"313","R250U","R&D","Y3553W",3,5,4,5,4,6,7,74237,10,44,1,1,2
"314","O231K","Health","V7487V",7,2,7,7,7,3,3,53922,4,55,1,2,2
"315","P914P","Health","V7487V",5,3,7,6,6,5,4,45147,1,22,1,1,1
"316","G790U","R&D","X8066X",3,7,5,4,4,7,7,50784,7,29,1,1,2
"317","J710Q","Finance","Y9641W",1,2,2,2,3,4,3,47423,4,46,1,1,1
"318","V744R","Ethics","X8022Z",6,6,7,7,7,7,NA,53610,6,54,1,2,2
"319","G568U","R&D","Y3553W",5,5,7,7,7,6,6,46494,5,33,1,1,2
"320","Z620A","R&D","V4497X",2,2,3,4,4,3,3,71011,10,32,2,2,2
"321","U661H","Health","W8102W",5,1,6,6,6,2,NA,78251,8,36,2,1,2
"322","Q784D","Finance","Y7685W",1,1,2,3,3,2,3,77743,8,27,1,2,2
"323","J473H","R&D","X8066X",1,3,3,2,2,5,5,76813,9,52,2,2,2
"324","U945A","R&D","X3607X",7,7,7,7,7,7,7,57149,7,55,2,2,2
"325","T934V","Health","W8102W",5,6,7,7,7,7,NA,58127,4,38,2,2,2
"326","Y447L","Ethics","W2205Z",5,7,6,7,7,7,7,48218,2,37,1,1,1
"327","V954E","Finance","Y7685W",4,5,5,4,5,6,7,78293,10,41,2,2,2
"328","U149G","R&D","V4497X",7,7,7,7,7,7,NA,45915,7,45,1,1,2
"329","I809W","Ethics","W2205Z",2,4,3,3,3,7,6,59297,4,32,2,2,2
"330","H366G","Ethics","W7742X",2,4,3,3,3,6,5,53327,3,22,1,2,2
"331","Q396I","Health","W8102W",2,6,4,4,3,7,7,135850,7,38,2,3,2
"332","B919P","R&D","X3607X",4,2,6,6,5,3,4,125887,9,52,2,3,2
"333","U327J","Finance","X7645X",4,5,6,6,5,6,6,107643,10,31,2,3,2
"334","U850P","Health","V7487V",4,1,6,6,5,2,2,51411,1,53,1,1,2
"335","T475D","R&D","X3607X",2,4,4,3,3,5,5,50995,3,52,1,1,2
"336","U570S","R&D","X8066X",3,4,4,5,5,5,6,101786,3,40,2,3,2
"337","L852C","DSI","V8472W",1,1,4,2,3,2,2,46612,1,25,1,1,2
"338","O226F","R&D","X3607X",2,4,3,3,4,6,5,48782,6,34,1,1,2
"339","K598B","Ethics","X8022Z",5,4,7,6,7,6,NA,48874,1,45,2,1,1
"340","M561Q","R&D","V4497X",1,5,2,2,3,7,7,54544,1,29,1,1,2
"341","P362M","Finance","Y7685W",3,3,5,5,3,5,5,68688,9,43,1,1,1
"342","A533R","DSI","V8472W",5,6,6,7,7,7,NA,97897,9,39,2,3,2
"343","A810A","R&D","Y3553W",1,1,2,2,3,2,2,59554,4,45,1,2,1
"344","S282T","Health","W8102W",6,7,7,7,7,7,7,157918,8,42,2,3,2
"345","N696T","R&D","X3607X",5,7,7,7,6,7,7,51498,7,54,2,1,2
"346","F165L","Finance","X7645X",2,6,3,4,3,7,7,105049,1,46,2,3,2
"347","W404G","Finance","Y4468Y",5,2,6,7,6,3,5,46494,2,40,1,1,2
"348","G972U","R&D","X3607X",6,2,7,7,7,3,3,54750,2,33,2,1,1
"349","V940M","R&D","Z2464Y",6,1,7,7,7,2,3,133779,6,29,2,3,1
"350","C866T","Ethics","W2205Z",2,3,4,3,3,4,5,61109,6,35,2,3,2
"351","M232Q","R&D","X8066X",7,3,7,7,7,4,4,99291,8,23,2,3,1
"352","P862O","Ethics","X8022Z",7,1,7,7,7,3,3,79767,8,25,1,2,1
"353","T275Y","Finance","Y4468Y",6,3,7,7,7,5,5,68912,9,36,1,1,2
"354","Z210P","Health","W8102W",7,6,7,7,7,7,7,70467,9,39,1,1,2
"355","V535Q","R&D","V4497X",6,1,7,7,7,2,3,47868,1,46,1,1,2
"356","L881X","Finance","X7645X",2,3,3,4,3,4,5,80899,9,35,1,2,2
"357","R942M","R&D","V4497X",4,3,5,5,5,5,5,48358,0,49,1,1,2
"358","X304B","Finance","X7645X",6,7,7,7,7,7,NA,54047,5,51,2,1,2
"359","M845N","Ethics","X8022Z",7,6,7,7,7,7,NA,51022,0,55,1,1,1
"360","J389D","Ethics","X8022Z",4,5,5,6,5,7,6,50553,4,33,1,1,2
"361","I640S","R&D","X3607X",6,4,7,7,7,6,NA,112523,8,30,2,3,2
"362","P578T","R&D","X8066X",6,2,7,7,7,3,3,50187,4,24,1,1,2
"363","V881H","R&D","V4497X",2,2,4,3,4,3,4,69417,8,35,1,1,1
"364","F423C","Health","W8102W",6,6,7,7,7,7,7,90492,1,31,2,3,2
"365","S764T","Ethics","W2205Z",1,4,3,2,3,5,5,69936,8,53,2,2,1
"366","A805C","Finance","Y7685W",2,2,3,4,4,3,3,138625,6,41,2,3,2
"367","D485W","R&D","Y3553W",4,7,6,6,5,7,7,52910,3,26,1,1,2
"368","A757X","R&D","X3607X",3,1,4,5,5,3,3,115375,10,22,1,3,1
"369","Z614X","Health","V7487V",5,2,7,6,6,3,3,54831,2,50,1,2,1
"370","M565Z","Health","W8102W",5,1,7,6,7,3,NA,50188,6,41,2,1,2
"371","W639Y","Finance","Y4468Y",1,6,2,2,2,7,7,134909,2,49,2,3,2
"372","J217M","Finance","Y9641W",6,3,7,7,7,5,4,53870,6,51,1,2,2
"373","B726Y","Health","Z4101Z",4,3,5,6,6,4,NA,96567,4,47,1,3,2
"374","N801C","Health","W8102W",5,6,6,7,7,7,7,53745,3,28,1,1,2
"375","U477C","Finance","Y9641W",5,5,6,7,6,6,6,50162,0,44,2,1,2
"376","R676H","Finance","Y7685W",6,7,7,7,7,7,7,57532,2,55,2,2,1
"377","N580M","Ethics","X8022Z",7,2,7,7,7,5,3,127793,10,30,2,3,1
"378","I365O","Finance","Y4468Y",7,4,7,7,7,5,6,56638,6,23,1,2,2
"379","P262X","Health","W8102W",5,4,7,7,6,5,5,45632,3,28,1,1,2
"380","C815E","Ethics","X8022Z",6,7,7,7,7,7,NA,66115,10,51,2,1,2
"381","A564Y","Health","V7487V",3,7,5,5,4,7,7,53418,1,28,2,1,2
"382","B517W","R&D","Z2464Y",6,2,7,7,7,4,NA,51665,4,40,1,1,2
"383","M145H","Finance","Y7685W",3,7,5,5,5,7,7,50583,6,33,1,1,2
"384","Z461P","Health","V7487V",5,2,6,5,7,4,3,46557,0,29,1,1,1
"385","T802F","DSI","V8472W",7,7,7,7,7,7,NA,147471,0,25,2,3,2
"386","D304N","Finance","Z7298V",4,7,5,5,6,7,7,144211,3,45,2,3,1
"387","A412R","Finance","Z7298V",6,7,7,7,7,7,7,53807,7,43,1,1,1
"388","G617J","Health","W8102W",7,1,7,7,7,3,3,149250,2,23,2,3,2
"389","T588R","Ethics","X8022Z",7,7,7,7,7,7,NA,53532,6,49,2,1,2
"390","B456O","Ethics","W2205Z",6,2,7,7,7,4,4,55888,3,30,1,2,2
"391","K405A","R&D","Y3553W",5,5,6,6,7,7,7,124759,2,22,2,3,1
"392","J595A","Health","Z4101Z",1,5,2,2,2,5,6,101965,8,39,2,3,2
"393","F982F","Finance","Y9641W",3,4,4,5,5,5,5,71919,10,48,1,1,2
"394","J526I","R&D","Y3553W",4,7,5,6,7,7,7,53181,1,24,2,2,2
"395","O922V","DSI","V8472W",5,2,7,7,7,3,3,79594,8,39,2,2,2
"396","K787O","R&D","V4497X",4,5,5,6,5,7,6,74785,8,22,1,2,2
"397","Q481I","Health","Z4101Z",1,3,2,3,3,5,5,116418,3,38,2,3,2
"398","B850U","DSI","V8472W",4,4,7,5,5,5,5,47919,1,36,1,1,2
"399","S407D","Finance","Y9641W",1,3,3,3,3,4,5,59897,2,46,1,2,2
"400","S112A","R&D","Y3553W",7,2,7,7,7,4,NA,106734,1,22,2,3,2
"401","L715W","Health","V7487V",6,5,7,7,7,6,6,95116,8,30,1,3,2
"402","F626A","Health","V7487V",3,7,3,5,4,7,7,55102,5,36,2,2,2
"403","N941U","DSI","I511L",3,7,4,4,5,7,5,51476,1,37,2,1,2
"404","L950C","Health","Z4101Z",3,5,5,4,5,6,7,57031,0,38,1,2,2
"405","M187Y","Finance","Y4468Y",3,5,4,4,4,6,NA,72571,1,31,2,3,2
"406","T718L","R&D","X3607X",5,7,6,6,7,7,7,97251,6,24,2,3,2
"407","K618G","R&D","X3607X",1,7,3,2,2,7,7,146374,0,36,2,3,2
"408","B146O","Finance","X7645X",5,3,7,6,6,5,3,74215,10,50,1,1,2
"409","S691G","R&D","X3607X",7,2,7,7,7,3,3,123909,7,23,2,3,2
"410","G287I","Health","Z4101Z",4,1,6,5,6,3,2,113736,6,39,2,3,2
"411","P327C","R&D","X3607X",2,6,3,4,4,7,7,74276,8,29,1,2,2
"412","M965W","R&D","X8066X",6,5,7,7,7,7,5,48914,5,46,1,1,2
"413","E986H","R&D","X3607X",4,4,6,6,5,5,5,54246,5,24,1,2,2
"414","B984G","Finance","Y4468Y",2,2,3,4,3,3,4,130942,6,43,1,3,2
"415","V739F","Finance","Y4468Y",3,6,4,4,5,7,7,73805,10,34,1,2,2
"416","C378Y","Ethics","W2205Z",7,5,7,7,7,6,NA,74135,9,31,1,1,2
"417","F226G","R&D","Y3553W",5,5,7,7,7,6,6,75450,10,55,1,2,2
"418","B927M","Health","V7487V",1,7,2,2,3,7,7,50289,4,51,2,1,2
"419","Y330M","Ethics","W7742X",1,2,2,1,2,3,3,51623,2,28,2,1,2
"420","L793N","R&D","Z2464Y",6,5,7,7,7,7,7,50590,5,26,1,1,2
"421","U485M","Health","Z4101Z",2,1,3,3,3,2,2,56271,1,44,1,2,2
"422","T205M","R&D","V4497X",4,7,5,5,5,7,7,59671,5,25,2,2,1
"423","R947I","R&D","Z2464Y",1,2,3,2,2,4,3,106944,4,32,2,3,2
"424","U636T","Ethics","X8022Z",3,2,4,4,5,3,3,54154,5,38,1,1,1
"425","R200P","Ethics","X8022Z",4,2,5,5,6,4,4,72252,10,40,2,2,2
"426","H598Q","Health","Z4101Z",4,1,6,5,4,3,3,46597,4,49,2,1,2
"427","H593H","Ethics","W7742X",3,4,5,4,5,6,6,57336,5,39,2,2,2
"428","W537X","Ethics","W7742X",4,3,6,5,5,5,4,113823,9,52,2,3,2
"429","W107G","Finance","X7645X",5,7,7,6,7,7,7,73799,0,33,1,3,2
"430","S637U","Finance","Y7685W",2,2,3,4,3,3,4,73187,9,41,1,2,2
"431","P740Y","Ethics","W2205Z",6,3,7,7,7,4,NA,76095,8,47,1,1,2
"432","G831I","Finance","Y4468Y",7,5,7,7,7,6,7,68614,9,26,1,1,2
"433","M252K","Finance","Z7298V",5,5,6,6,6,6,7,73187,10,44,2,2,2
"434","B565D","Health","V7487V",6,6,7,7,7,7,NA,67277,10,37,1,1,2
"435","B890H","R&D","Y3553W",7,2,7,7,7,4,3,58395,6,42,1,2,2
"436","Y587I","Finance","X7645X",2,4,3,3,2,6,5,137157,4,47,2,3,2
"437","W643Z","Ethics","X8022Z",6,7,7,7,7,7,NA,143324,7,48,2,3,2
"438","H380Q","Finance","Y4468Y",1,1,3,3,4,2,4,71601,7,31,2,3,2
"439","S767O","Health","Z4101Z",4,4,4,6,6,6,5,55050,4,39,2,2,2
"440","P620E","R&D","Z2464Y",7,1,7,7,7,2,3,50737,0,37,2,1,2
"441","L704A","Finance","Y7685W",3,6,5,5,5,7,NA,53562,7,55,1,1,1
"442","W149I","Finance","X7645X",7,2,7,7,7,3,NA,69113,1,46,2,3,2
"443","Z938R","Health","Z4101Z",3,4,5,5,5,5,6,125622,2,29,2,3,2
"444","I636N","Finance","Z7298V",4,3,5,5,5,4,5,54582,5,27,1,2,2
"445","I454V","R&D","Z2464Y",1,7,2,3,2,7,7,139836,2,23,1,3,2
"446","E392L","R&D","V4497X",6,6,7,7,7,7,NA,76852,9,34,2,2,2
"447","P752Y","Health","Z4101Z",5,5,7,6,7,7,6,91560,0,53,2,3,1
"448","K127E","Finance","Z7298V",7,5,7,7,7,6,6,70310,8,51,1,2,2
"449","L864C","DSI","V8472W",1,1,3,3,3,2,3,51009,1,47,1,1,2
"450","C754R","Finance","Y4468Y",5,3,7,7,6,4,4,46560,5,43,1,1,1
"451","O607T","R&D","X3607X",1,5,2,3,2,5,6,53258,7,43,1,1,2
"452","L808T","Health","V7487V",3,3,4,5,5,4,5,45313,4,26,1,1,2
"453","V704R","R&D","V4497X",4,4,5,5,5,5,6,74556,9,50,1,1,2
"454","A126C","Finance","Y7685W",7,6,7,7,7,7,NA,72403,10,27,2,2,2
"455","K825B","Ethics","W7742X",5,6,6,7,6,7,NA,69642,2,44,2,3,2
"456","Q902X","R&D","X3607X",1,6,3,3,3,7,7,49555,4,23,1,1,2
"457","R809N","Finance","Z7298V",4,6,6,6,5,7,7,68679,8,38,1,1,2
"458","K441M","Finance","Y9641W",7,7,7,7,7,7,7,100252,9,42,1,3,2
"459","U503L","Health","Z4101Z",1,2,2,2,3,3,4,56821,5,37,1,2,2
"460","R981H","Finance","Z7298V",1,3,4,3,2,5,5,54145,3,23,2,2,2
"461","B935Q","Health","V7487V",7,2,7,7,7,4,3,136312,0,47,2,3,2
"462","K698B","Health","Z4101Z",2,6,4,2,4,7,7,103964,2,37,2,3,1
"463","T465U","Ethics","W7742X",7,3,7,7,7,4,5,52723,6,25,1,1,2
"464","U470P","Ethics","W2205Z",7,3,7,7,7,4,4,54988,1,26,1,1,1
"465","W656Q","R&D","X3607X",3,3,5,5,5,4,5,146330,10,31,2,3,1
"466","R543Y","Health","V7487V",7,4,7,7,7,5,NA,104098,7,23,2,3,2
"467","Q272O","Ethics","W2205Z",7,6,7,7,7,7,7,47325,7,27,2,1,2
"468","Y630V","Ethics","X8022Z",4,3,6,6,5,5,5,54812,0,46,1,2,1
"469","W266V","Finance","Y4468Y",5,6,6,6,6,7,7,59464,5,54,1,2,2
"470","Z526L","DSI","V8472W",6,3,7,7,7,5,5,51703,6,27,1,1,2
"471","W408G","R&D","X3607X",2,3,4,4,3,4,5,56604,5,23,1,2,2
"472","F182X","Health","W8102W",4,7,6,6,6,7,7,56445,5,54,2,2,2
"473","F895Q","R&D","X8066X",2,3,3,3,4,4,6,72991,9,25,1,1,2
"474","S159E","R&D","X3607X",1,2,2,2,4,3,4,59568,1,25,2,2,2
"475","T563N","Finance","Y4468Y",6,7,7,7,7,7,7,68968,10,26,1,1,2
"476","B236E","Finance","Z7298V",5,7,7,6,7,7,NA,114624,1,35,2,3,2
"477","A163W","Health","V7487V",5,5,6,7,6,7,7,57934,0,27,1,2,2
"478","L817N","Finance","Y9641W",7,3,7,7,7,4,NA,51124,3,47,2,1,2
"479","U125Q","Finance","X7645X",6,2,7,7,7,4,NA,58348,4,22,1,2,2
"480","Y763L","Finance","Y7685W",3,4,5,5,4,6,5,54022,3,32,2,1,2
"481","R175O","R&D","Z2464Y",2,2,4,3,3,4,3,50763,1,45,1,1,2
"482","G646F","Health","Z4101Z",1,5,3,2,1,7,7,67682,9,34,1,1,2
"483","Q127D","Finance","Y4468Y",4,5,6,5,5,6,7,53475,7,54,1,1,2
"484","K940S","Finance","X7645X",1,7,3,3,3,7,7,59874,4,38,1,2,1
"485","E299D","R&D","X3607X",3,2,3,5,5,2,3,53982,0,26,2,1,2
"486","A105D","Health","W8102W",3,4,5,4,5,6,6,47779,3,49,1,1,2
"487","X567M","R&D","Y3553W",6,5,7,7,7,7,6,46251,2,53,1,1,2
"488","V164R","R&D","V4497X",3,5,5,4,4,6,NA,78052,10,34,1,2,2
"489","C616W","Health","V7487V",6,2,7,7,7,3,3,90662,6,55,2,3,2
"490","J407V","R&D","Y3553W",4,5,6,5,6,6,NA,57061,6,30,1,2,1
"491","G413K","Finance","Y9641W",6,4,7,7,7,6,NA,68268,7,38,2,3,1
"492","L937D","Ethics","X8022Z",1,6,3,3,2,7,7,75650,8,52,2,1,2
"493","F419N","Health","W8102W",7,5,7,7,7,7,6,57872,7,28,2,2,2
"494","U821X","Health","W8102W",4,6,6,6,5,7,NA,73371,4,52,2,3,1
"495","F154Z","Health","Z4101Z",7,3,7,7,7,4,4,86687,4,29,2,3,1
"496","P345W","R&D","Y3553W",7,4,7,7,7,5,6,143340,7,40,1,3,2
"497","P656Z","R&D","X3607X",3,4,4,4,5,5,5,53121,7,24,2,2,2
"498","D260N","R&D","Y3553W",6,2,7,7,7,4,NA,88548,8,42,2,3,2
"499","N179Y","Health","Z4101Z",1,7,3,3,3,7,7,56627,6,41,1,2,2
"500","M984H","R&D","Y3553W",5,7,7,6,6,7,7,105234,0,36,2,3,2
"501","I694M","Ethics","X8022Z",2,4,3,3,4,5,6,52751,5,30,1,1,2
"502","Q768Z","Ethics","X8022Z",3,7,4,4,4,7,7,104817,1,22,2,3,2
"503","Q842D","R&D","Y3553W",4,1,5,5,5,2,2,52048,1,38,2,1,2
"504","L902I","R&D","V4497X",5,3,7,6,6,4,5,53885,3,50,1,2,2
"505","J501B","R&D","V4497X",3,6,5,5,5,7,7,97253,4,46,1,3,1
"506","C312J","R&D","X8066X",7,7,7,7,7,7,7,72441,8,36,2,2,2
"507","G578E","Health","Z4101Z",6,6,7,7,7,7,7,77184,10,39,1,2,2
"508","Q294U","R&D","Y3553W",3,7,4,5,4,7,7,94589,6,45,2,3,2
"509","D976R","Health","V7487V",1,6,3,4,2,7,7,139380,9,22,2,3,2
"510","U173Y","Ethics","X8022Z",5,3,7,6,7,5,5,53563,3,35,1,2,1
"511","I148R","R&D","X3607X",7,6,7,7,7,7,7,51202,7,35,1,1,2
"512","X910A","Ethics","W7742X",1,6,2,2,3,7,7,54226,0,55,2,1,2
"513","P358K","Finance","Y9641W",6,2,7,7,7,5,4,54098,1,37,1,2,1
"514","C782M","Finance","Y7685W",1,6,3,2,3,7,NA,160732,10,54,2,3,2
"515","Y914U","R&D","V4497X",4,6,6,5,6,7,NA,111909,4,40,2,3,2
"516","R290N","Finance","X7645X",4,7,5,5,5,7,7,170961,9,34,2,3,2
"517","A105O","DSI","V8472W",2,1,3,3,4,1,2,73775,10,47,1,2,2
"518","R809M","Ethics","W7742X",6,2,7,7,7,4,4,95048,0,45,2,3,2
"519","T881C","Finance","Y7685W",7,5,7,7,7,7,NA,49555,7,50,1,1,2
"520","T434C","R&D","Z2464Y",6,3,7,7,7,4,5,77435,6,33,2,3,1
"521","Z307A","Health","Z4101Z",2,1,4,3,4,4,3,57149,2,42,2,2,2
"522","A349L","Health","Z4101Z",1,7,3,2,2,7,7,58980,3,27,2,2,2
"523","N148B","Ethics","W7742X",2,3,4,3,3,5,4,50543,6,51,2,1,2
"524","R466J","Finance","Z7298V",4,5,5,6,6,6,7,53385,2,27,1,1,1
"525","V883E","R&D","Z2464Y",6,7,7,7,7,7,7,98179,8,41,2,3,2
"526","K321B","Finance","Y9641W",6,7,7,6,7,7,NA,49307,2,48,1,1,2
"527","O468M","R&D","X8066X",4,7,6,5,5,7,7,97226,2,45,2,3,2
"528","B878Z","R&D","V4497X",1,4,3,3,2,6,NA,122790,10,29,1,3,2
"529","G614F","Finance","Z7298V",7,1,7,7,7,2,3,54547,2,36,2,2,2
"530","R282V","Finance","Z7298V",7,2,7,7,7,3,3,53940,7,55,2,2,1
"531","P900O","Health","Z4101Z",6,6,7,7,7,7,NA,49914,3,35,1,1,2
"532","M500H","R&D","Z2464Y",7,2,7,7,7,3,4,104072,3,25,1,3,2
"533","V745O","R&D","Z2464Y",1,4,3,2,3,6,6,124460,1,43,2,3,2
"534","P540C","Ethics","X8022Z",1,7,3,2,1,7,7,56781,6,37,2,2,2
"535","R802Q","Health","W8102W",7,4,7,7,7,5,6,86791,7,41,2,3,2
"536","R393I","R&D","Z2464Y",4,5,6,5,6,7,6,74896,10,40,2,1,2
"537","X283Z","Ethics","W2205Z",5,5,6,7,6,6,6,66909,9,36,2,1,2
"538","Y963Y","Ethics","W2205Z",7,6,7,7,7,7,NA,58491,4,50,1,2,2
"539","D281K","Ethics","W7742X",1,6,3,2,2,7,7,145824,1,34,2,3,2
"540","Z623G","Ethics","W2205Z",6,5,7,7,7,6,NA,55703,5,54,2,2,2
"541","C417N","Finance","Y9641W",1,7,4,3,3,7,7,56502,5,23,2,2,2
"542","P285N","Finance","Y4468Y",1,1,2,2,2,2,3,51680,7,36,1,1,2
"543","N862Y","R&D","Y3553W",7,7,7,7,7,7,NA,109655,1,27,2,3,2
"544","C800Z","Finance","Y7685W",5,5,6,6,5,7,6,95368,10,40,2,3,2
"545","Y977G","DSI","V8472W",4,4,6,6,5,4,6,63511,1,49,2,3,2
"546","N311Y","Finance","X7645X",7,4,7,7,7,6,5,54796,6,28,1,2,2
"547","O149W","Health","V7487V",2,1,3,3,4,2,3,78694,8,27,1,2,2
"548","L880B","DSI","V8472W",5,1,6,6,7,2,2,54298,3,31,1,2,2
"549","L250V","R&D","Z2464Y",3,4,5,5,5,6,5,46216,3,30,1,1,2
"550","C316N","Ethics","W7742X",2,4,5,3,2,5,5,64998,4,30,2,3,1
"551","Z878V","Finance","X7645X",3,5,4,3,4,7,7,121765,1,50,2,3,2
"552","K564D","Finance","Y4468Y",3,6,4,5,5,7,6,51231,3,33,1,1,2
"553","S897M","Health","Z4101Z",2,2,3,3,3,3,4,72963,8,30,1,2,1
"554","Q246S","Health","Z4101Z",3,5,5,5,4,7,7,56464,0,45,1,2,2
"555","W264O","Finance","Y7685W",3,5,4,4,5,6,7,77700,8,27,2,3,2
"556","Q138V","Ethics","W7742X",6,5,7,7,7,7,5,75372,0,42,2,3,2
"557","E849B","R&D","Z2464Y",7,5,7,7,7,7,6,56233,0,35,2,2,2
"558","G396R","Ethics","W2205Z",7,2,7,7,7,3,4,53878,7,28,1,2,2
"559","J199A","Health","V7487V",4,6,5,5,6,7,7,53801,5,22,2,1,2
"560","S300Z","R&D","X8066X",5,4,6,7,7,5,6,149088,2,42,2,3,2
"561","V348H","DSI","V8472W",6,3,7,7,7,4,NA,126874,10,54,1,3,2
"562","H350W","Finance","Y9641W",4,1,6,5,5,3,1,57087,5,22,2,2,2
"563","V972D","Finance","Z7298V",7,3,7,7,7,4,4,115686,9,32,2,3,2
"564","W840K","Ethics","W2205Z",6,4,7,7,7,5,5,65581,10,43,1,1,2
"565","B621W","Finance","Y9641W",6,2,7,7,7,3,4,45891,0,54,2,1,2
"566","Z541Z","Finance","Y4468Y",7,7,7,7,7,7,7,90637,6,38,2,3,2
"567","V214W","Finance","Y9641W",4,2,5,5,6,4,3,56868,1,33,2,2,2
"568","D156V","Health","V7487V",7,2,7,7,7,4,NA,76035,1,23,1,3,2
"569","K442V","R&D","Y3553W",1,6,2,2,3,7,7,53377,5,40,1,1,2
"570","M821I","Health","V7487V",5,5,7,6,6,6,7,45460,2,27,2,1,2
"571","T318S","R&D","Z2464Y",4,4,6,5,5,6,5,59522,2,47,2,2,2
"572","N611V","R&D","Y3553W",7,7,7,7,7,7,7,46243,1,43,1,1,1
"573","A338R","R&D","V4497X",4,3,5,6,5,4,5,65996,8,31,1,1,2
"574","K780I","R&D","X3607X",2,7,3,3,4,7,7,67517,2,53,1,3,2
"575","N926E","Finance","Y4468Y",6,1,7,7,7,3,NA,54580,6,51,2,2,2
"576","W231T","Ethics","W2205Z",6,1,7,7,7,3,2,55957,4,55,1,2,2
"577","A935C","Finance","Y7685W",7,4,7,7,7,5,5,133627,1,51,2,3,1
"578","D374A","Finance","X7645X",4,5,5,6,6,7,NA,94730,1,30,1,3,2
"579","M111F","R&D","Z2464Y",2,5,3,4,3,7,6,113524,1,28,2,3,2
"580","Y720U","R&D","V4497X",4,4,6,6,6,5,6,58125,5,23,2,2,2
"581","V410N","R&D","Z2464Y",7,6,7,7,7,7,7,165339,8,51,2,3,2
"582","Q320J","R&D","Y3553W",4,5,5,7,7,6,6,54012,3,48,1,1,2
"583","Q217F","DSI","V8472W",6,3,7,7,7,5,NA,50932,2,44,1,1,2
"584","Y510J","Ethics","W7742X",6,3,7,6,7,4,5,123076,0,31,2,3,2
"585","U268L","Finance","X7645X",3,1,5,5,3,3,3,89008,7,24,2,3,1
"586","L835T","Finance","X7645X",4,4,4,6,6,7,NA,93022,8,47,2,3,2
"587","F549M","Finance","Y9641W",6,3,7,7,7,4,4,56440,3,47,2,2,2
"588","W607H","Finance","X7645X",5,4,7,7,6,6,5,45931,7,54,1,1,2
"589","Y611R","R&D","X8066X",5,5,6,7,7,6,7,122300,8,55,2,3,2
"590","Z897S","R&D","Z2464Y",2,2,3,4,3,3,4,58823,4,52,1,2,2
"591","P687D","Finance","Y9641W",6,3,7,7,7,5,5,58543,1,31,1,2,2
"592","N484X","Finance","Y9641W",2,6,3,3,3,7,7,51343,4,25,1,1,2
"593","C386I","Ethics","X8022Z",2,5,3,4,3,6,7,69343,1,54,1,3,1
"594","T613A","Finance","Y7685W",3,3,4,4,5,5,5,119544,4,52,2,3,1
"595","M579F","Finance","X7645X",6,2,7,7,7,4,3,81510,6,33,2,3,2
"596","Y606L","Finance","Y9641W",7,5,7,7,7,7,6,53275,5,44,1,1,2
"597","C260D","R&D","V4497X",4,3,6,6,5,5,5,81434,9,46,2,2,2
"598","C195K","R&D","Y3553W",5,6,7,6,7,7,7,49208,1,52,2,1,2
"599","Q782H","Finance","Y7685W",1,6,2,2,3,7,7,46346,0,22,1,1,2
"600","H200C","Health","V7487V",7,3,7,7,7,4,4,59021,0,50,1,2,2
"601","E406M","Health","Z4101Z",3,3,4,4,4,5,4,74196,9,40,1,2,2
"602","I876Y","Health","V7487V",4,5,6,6,6,7,6,69823,10,35,1,1,2
"603","U303N","R&D","X8066X",5,5,7,7,7,6,7,49601,0,31,1,1,2
"604","A566U","Finance","Y4468Y",1,5,3,2,2,6,6,53132,3,40,2,1,2
"605","R783P","Health","W8102W",1,6,3,3,3,7,7,151717,10,49,2,3,2
"606","K680E","Health","Z4101Z",3,5,4,5,5,7,6,50648,2,25,1,1,1
"607","D521C","DSI","V8472W",2,6,3,4,3,7,7,66875,10,42,2,1,1
"608","M360C","Health","W8102W",7,1,7,7,7,2,2,140429,4,22,2,3,1
"609","E448Q","Finance","Y9641W",7,4,7,7,7,5,5,56644,1,25,1,2,2
"610","I613B","R&D","Y3553W",4,4,6,6,5,5,NA,107243,7,27,2,3,2
"611","W736M","R&D","Z2464Y",4,7,6,6,6,7,7,54268,5,25,1,2,2
"612","D739J","R&D","X3607X",2,5,4,3,4,6,7,70926,5,25,1,3,2
"613","T346Y","Ethics","X8022Z",6,6,7,7,7,7,7,46639,7,36,1,1,1
"614","N665E","Ethics","X8022Z",3,1,4,5,4,3,3,63452,10,36,1,1,2
"615","Z970Z","Finance","Y9641W",6,1,7,7,7,2,3,53148,4,22,2,2,1
"616","D894Q","Finance","Y4468Y",6,6,7,7,7,7,7,95934,8,41,1,3,2
"617","N808P","Finance","X7645X",3,7,4,5,5,7,7,95430,5,30,1,3,2
"618","M127Q","R&D","Z2464Y",6,4,7,7,7,6,6,120911,10,39,2,3,2
"619","I107H","Finance","Y7685W",2,1,4,4,3,2,4,76370,9,41,1,1,1
"620","Z535Y","R&D","X8066X",4,2,6,5,5,3,4,128886,3,31,2,3,2
"621","E419N","Ethics","X8022Z",6,4,7,7,7,6,6,89224,6,54,2,3,1
"622","T164C","Finance","Y4468Y",1,2,3,1,3,4,3,70159,9,25,2,2,1
"623","O355B","Health","V7487V",2,7,3,2,4,7,7,53931,5,49,2,1,1
"624","B770O","R&D","X3607X",7,3,7,7,7,5,4,91154,3,35,2,3,1
"625","E527E","R&D","Z2464Y",3,2,4,4,5,4,4,65944,8,33,1,1,2
"626","I849W","R&D","Y3553W",2,7,4,4,4,7,7,46945,3,44,1,1,2
