"","review","id"
"184","Seems up and coming, Winning contracts. Same old corporate spiel, Look at us, Aint we great. NA","O521Q"
"185","man lernt vielguter Berufseinstieggute Leistung wird honoriertauf gleicher Ebene guter Zusammenhalt. wenig Weiterbildungenwenig Teambuildingsehr hierarchisch - Partner - Abwickler - Researchsehr unterschiedliche Arbeitsweisen je nach Partner, keine Einheitlichkeit in Prozessen. NA","Q834C"
"186","Efficient worker. well educated, hard working, patent, responsible, etc.. Account dep, HR dep, Purchase dep,. I'm hunger to learn pleas give me a chance","J518S"
"187","Management listens to me and they care about what I put into a project and my job. There is a genuine care and concern about me as an individual.. More focus on my career goals and helping me to define what they should be. More guidance on how I can make myself better and be more of an asset in the organization.. NA","R167I"
"188","Solid senior management, good communication with rest of firmFiscally very responsible; realistic about smart growthExcellent system for job performance feedbackTrue global reachOpportunity to learn across multiple industries and practicesVery good reputation among most clients. Over-inflated egos and lack of social skills among some Directors- can be condescendingBrutal travel schedules and work hours for most consultants, especially Associates and ManagersSupport Staff (finance, marketing, HR, etc.) often 2nd-class citizensPerformance reviews don't usually equate into salary increases; raises only upon promotion.. REDACTED is a great firm to learn and gain experience in multiple disciplines, industries, and geographies. Very smart people that seem to truly care about making a difference and delivering excellent work. The consulting world is naturally hard on those that start families (which makes it very male top-heavy) and want to have more of a personal life. Very well-managed firm. Some will embrace the travel and 24/7 work culture. Others will eventually hit the wall or a ceiling in their particular area and move on. I liked it there overall.","M440F"
"189","good exit options if you stay for 2 years. to much politics involved in the company. NA","P482K"
"190","Private Partnership managed from UK. No existing Vertical Practices or Global Target Accounts. NA","B119R"
"191","Benefits of a large company. Variety of work. Mix of large and small projects. Access to self paced training. Frequent travel. Nice coworkers.. Uncertainty. Many management changes in the past few years. Employees shouldering burden of increasing healthcare costs. Salary increases and promotions are regularly put on hold. Benefits seem to be decreasing each year. Personal appraisals tied to group financial goals.. Bring back stability, employee recognition.","F389B"
"192","I have been working for REDACTED Border MCG for more than 5 years and have been very pleased with their professionalism. Their admin staff is very helpful and friendly. They also sponsored my green card and the whole process was facilitated with the lawyer in a very smooth manner.. Need to expand the client network. The management is working diligently to expand their business model and the company is moving forward in the right direction.. The leadership and management should continue the good work in growing the business. The company will continue to grow and expand the client network in the coming years.","L266N"
"193","Personal growth, promotions, family oriented, the CEO is awesome!. They deserve more clients and expansation to grow even further.. The big compnay now should never forget how they started very small long ago!","S654I"
"194","Every individual at the firm produces excellent work, from the smallest internal work product to massive client deliverables. There is strong focus on quality of deliverables for both content and design, with consultants expected to create diverse, visually appealing deliverables efficiently. Peers and managers often provide a reference to an expert within the firm for content areas where a consultant may not be comfortable working alone. Every individual is passionate about their work and engagements are typically interesting and innovative.. REDACTED was successful in increasing its size over the recent years, but the management did not anticipate and proactively grow administrative support in kind. The firm only brought on a CFO and CHRO at a point where the organization had almost 200 consultants, leading to policies that were confusing for both existing and new staff members. The firm boasts about its entrepreneurial spirit, but the focus on office-based consulting is dated and dis-incentivizes younger employees. Office-based consulting doesn't foster collegiality in small locations where there may only by 15 consultants and 75% of the office is traveling. Firm culture is confusing - legacy/lifelong REDACTED managers seem to have different expectations for social interactions and those expectations vary wildly between offices. Senior leadership does communicate the need to work over 40 hours, with a goal of 40 billable hours per week. However, work commitment expectations vary between senior managers, so setting personal boundaries to try and stabilize work-life balance is impossible for new employees. Consultants do not consistently work with the same project teams and are expected to adjust to new management styles without much support. Much lip service is paid to professional development but it is difficult to guarantee face-to-face time with administrative managers. It is hard to maintain motivation and remain engaged when backlog hours fluctuate and management is inaccessible.. The new Consultant Development Lead will hopefully correct the quality and consistency of professional development support. Employee communications should be clearer - even the new meeting structure is confusing with regards to attendance expectations. Continued attention to appropriately addressing the company's expansion is necessary to retain and motivate the expert staff at REDACTED.","H841K"
"195","Great culture and work/life balance. Great benefits and time off policies. Management cares about employees and career development. Project management is top notch along with everyone I have worked with.. Salaries are below industry standard.. Keep doing what you are doing and don't change.","H937T"
"196","They offer a competitive salary, great benefits including a generous vacation allotment, supplemental health insurance including dental and vision, life insurance, and a RRSP. There is plenty of opportunity for advancement and they encourage you to pursue continued education.. Like any employer, there are some less desirable personalities/dispositions that you must adapt to in order to be successful.. Thank you for all the opportunities you provide, but please remember that ALL employees contribute to your success.","P620N"
"197","Great atmosphere, opportunity to grow and expand , training good. none that i can think of. none","F714L"
"198","There are no ""Pros"" in working for this company. One day was all that was necessary to see a descending career.. Everthing I read about this company was, and is, true. Allegations, charges, complaints, usery, etc - IT IS TRUE. Do not waste your time if what you're reading is telling you not to proceed. I took the week-long training online. Received my so-called leads on Saturday. All lead cards read with positive messages such as: ""he is excited you're local"", ""he's anticipating the meeting"", ""they are open to the discussion"", ""they'd love to take advantage of what we have to offer"", etc. I drove 180 miles (to the appoinments and back home) that Monday. Of the 5 leads, I saw 1. He said he didn't get a call and is already sserviced by someone else. The other 4 were NO GOOD. Like the others said, you can complain to management but they'll tell you ""hang in there. You must have done something wrong."" The same every no is closer to a yes. Except in this setup every no is closer to you being broke (making NO $$$) and chased off the ""customers"" premises. I ended the relationship that Monday evening. IT'S NOT WORTH YOUR TIME. If I were allowed to use my own network at least I'd get in the door. However, once my network were to research this company I'd no longer have access to that network. I'm glad i didn't expose my network to REDACTED.. Do not pass GO. Do not collect anymore fees. Shut your doors immediately.","S796P"
"199","Challenging work, opportunity to travel. Difficult, highly-charged environment. Poor management.. NA","X728W"
"200","1.Woking With Bright Minds2.Get All kind of Works. 1.No perks to employee.2.Need relaxation on leaves. NA","X390Y"
"201","REDACTED is a great place to work, where one can learn alot and grow. Full support and encouragement from our CEO is an added advantage. Sometimes waiting for projects to swing by, can be a bit hard.. NA","X681F"
"202","Nothing concrete as such,1. Shift timings are fixed.2. A bit better pay.3. If you stay nearby, travel time can be saved.. The list is endless :-1. the appointed team managers are autocratic in their approach Lunch break: You will be forced to take the half n hour lunch break with the team and not by your own wish, during the break timings (they will also give you reasons for the same.) you literally have to say 'yes' to everything if you wish to sustain in the organisationElse, you will be humiliated and asked to give the resignationAlso, they will put false allegations on you for the resignation reason. (Unfair treatment)2. no due diligence given to the employee's feedbackHalf day salary: Office timings starts at 10am, you can report by 10.05 and if you are late by 10.05 half day salary will be deductedWhich also acts as a de-motivation, as it's better to come by half day at 2-2.30 instead getting half day salary deducted by a minute.3. You are not allowed to take early leaving or leave when you actually require it (not even when you are ready to submit all the medical documents)4. there's another funny thing, though they've kept a tea/coffee vending machine but the machine is in operation just twice in a day.. they've specifically kept fixed hours for the same..meaning you can't even drink tea/coffee as per your convenience.. that too has to be done as per their wish5. No proper training given not even to thefresher candidates.6. not a good place for growth7. high attrition rate: this is also because of the above mentioned reasons. please try to appoint such individuals as managers who can promote a healthy working environment.","K941W"
"203","good company to work for trains staff well. always teaches staff to work under competitive conditions and look for new opportunities. be realistic . the world is not the same as you started with","I570V"
"204","Great parking, family environment in the break room.. No bathroom breaks. Very strict tardiness policy.. Hire good lawyers.","M877R"
"205","Great community to work with.. little access to other working unit.. NA","N629F"
"206","Superb, flexible employer with range of exciting projects. We keep getting bought and sold, hopefully this will settle down now that WSP have acquired us.. Keep leading and engaging with your team.","D931Z"
"207","Good colleagues , good culture ,. lack of integration and connection between different branch offfices and access to databases. Promote more connection between offices","F640K"
"208","This was a greatest company to work for. I would like to say thank you for everything that this company did. I do not regret anything involving this company.. I was sad to see it close however I believe in new beginnings so I know that this means upward bound only. There is only one way that you can go when you have owned the company.. NA","Z930S"
"209","work-life balance, flexi timings, flat organisation structure, provide opportunity to work in different sectors, good company to start your career,. Leadership problems, poor compensation plan, career progression is very slow, managers have poor people management skills,. Please create vision and mission for the company and work towards it. Please understand aspirations of your employees and provide opportunities accordingly.","J853A"
"210","good carreer path if you know german. not many opportunities outside germany. NA","B149R"
"211","Lots of local projects, strong roots in technology and life sciences, reputed operations/supply chain expertise, flat structure, high level of interaction with partners. Work really long hours, project duration can be painfully long (1.5 years traveling every week to the same place..)Don't get honest feedback. Bad for learning or professional growthLot of PMO work. May go brain-dead after a few yearsPartners are not really that competent. More of survivors of the lifestyle. Develop more IP that adds value to the clients. Get good quality work. Pay well and hire the right set of people. That should set off a virtuous cycle","Z173Z"
"212","Good Company to work forCompetitive salariesEasy to get promoted. Lack of training for any of the positions. NA","C511N"
"213","REDACTED is a very results-oriented Firm with a good reputation with clients (who know them). Directors are very hands-on and have strong technical, functional and industry expertise. There are some politics of course but overall a decent work environment.. REDACTED does not have the branding and investment appetite to be a major management consulting firm with global scale. Thirty years and still without the scale to compete head on with the big boys. Growth in 2010 and 2011 will be flat or moderate at best. The result: longer hours, poor work-life balance, fewer promotions and limited upside for non-Directors.. You need to be more transparent with employees and adopt a longer-term view if you really want to grow the business.","Q718W"
"214","They take care of there people.. Your left for dead at times depending on the contract your assigned to.. Get Better contracts and cut the damn check","V489Z"
"215","Cultural DiversityAmbitionSupport for further growth or balancing work-lifeProfessionalism and enthusiasm of teamTransparency and clarity from senior managementCompetitive and flexibleCreative SolutionsCares about the external network and building longterm relationships. Publicly quoted company and its consequences.. They are doing a great job! They confront issues immediately and openly and keep everybody motivated and engaged. Aiming high and being realistic at the same time.","J688C"
"216","selbststänfiges arbeiten, nette menschen, spaß. keine sicherheit, extrem hohe kosten. festanstellung","F509E"
"217","Free fresh fruit and coffee, great meals at staff meetings, fair pay, decent benefits, collegial work - environment.. Flat organization with limited growth opportunities. Family owned with long-term managers. d,. Rotate duties, expand roles and cross-train.","N803J"
"218","Owner of the company was really vested in the employees well being.. Scope of work was to much for the inexperienced leadership in place at the time. Everyone had the best intentions, but was in over their heads. I think given time, everything would have worked out to better results.. NA","V271J"
"219","> Flexibility in work> Work culture> Values followed> Leadership initiatives> High Decentralization> Management support> Great experienced employer> Friendly work environment> Overall awesome. You might be expected to work in a cross functional role but this is of course what is expected in any other management consultancy..i couldn't find any cons !!. Just that if they could work upon their branding!","B745I"
"220","- Good work life balance- Diversified nationalities (very unique in Japan)- English speaking environment (very impressive in Japan!). - Top down approach led from REDACTED expats- No respect to Japanese FUSO employees, neglect of experience.- Fired many Japanese employees and hired new non Japanese employees. Many confusion.- No promotions / very limited promotions of Japanese staffs (only Germans and Indians are promoting). i suggest to respect and listen to the people who has experiences.","H894T"
"221","Professional independence, ideas are valued, no hierarchy, senior management willing to listen, a lot of learning if you are inclined to work hard. Need to be more market oriented. revise salary strucutre","O930E"
"222","Sun Management is good company when it comes to having an experience but not recommended on the long term basis. No incentives.. Maintain a good relationship with their clients.. NA","K460D"
"223","Money. Benefits, and Tution Reimbursement. The union back up the company after you have paid your dues. Pressure and extremely over worked from management that shows favoritism.. Stop making the quota, and produce excellent products. It's about ""SAFETY"", and not quantity! This is why there are so many recalls.","P139P"
"224","Very consultant and family friendly company.. Sales force grew at slower pace than expected!. Continue with new consultant on-boarding process to make transition to client site and team easier for all concerned. Very well received!","M734T"
"225","Good work environment. Nice people to work woth. Low salary, benefits aren't great.. Need to increase the base salary.","V804U"
"226","great atmosphere, people and projects. too many travels, long projects. NA","K127L"
"227","Work-Life-Balanceflache HierarchieTarifvertragMan kann sehr gut neben der Familie hier arbeiten. Träge Arbeitskollegen/AbteilungenGehaltssprünge kaum möglichWenn man aufsteigen muss, wird einem geraten sich intern um zu bewerben. Es wird nicht versucht sein Personal zu halten. Statt Leute zu zwingen sich umzubewerben, dafür zu sorgen, dass für gute Arbeit es auch Gehaltserhöhungen gibt.Ansonsten wird dies ein Durchlaufposten bei der DB sein, wo keiner länger als 2 Jahre in einer Position bleibt","G250P"
"228","The people at REDACTED are extremely competent and recruiting ensures that the best talent from the best schools (technology and business schools) are recruited. Compensation package is very good. Clients thing very highly of our work.. Lot of travel. Long work hours. The work is at par with the top management consulting firms, but the firm is younger compared to the bigger players and therefore there is limited brand recognition with people who have not worked with us before.. Build the brand more","D239W"
"229","REDACTED puts its employees first by expecting everyone gives a 100% effort every day. If you like being part of a team that gets things done this is the place for you. Rewards effort and loyalty.. If your looking to put in just the minimal effort you won't like it at REDACTED.. NA","N753B"
"230","Lots of benefits, awesome group of people.. Merged to PwC 4 years ago. Not the same any more.. NA","P558D"
"231","interesting clients, international exposure, access to leadership team, personal development opportunities. willingness to travel 50-75% (if that is a concern). NA","P604S"
"232","smart people, very nice and friedly atmosphere, lots of collaborative people, very strategic projects. one man show, not a real partnershipfew really global practices (telecom only). become a real partnership, please.....more local people managing ""non italian"" offices","N714I"
"233","Good company to start your career with - the brand name and the knowledge gained give a good kick start to anyone looking for a career in this industryOpportunity to learn the nuances of consulting early on in your careerGives full responsibility on a projectSmart and affable set of colleaguesAppraisals/promotions solely driven by performance. Mismanaged projects in terms of timelines. Most of the work ends up happening when the deadline of the project is nearing.No work life balance. Consider hiring more people and managing projects better so that the work is better spaced out.","O439N"
"234","Exposure to good projects, helpful colleagues, professional, brand, remuneration and mentors. Very early in ones career you get to work on complex and high value projects making you a through consultant at REDACTED. It is difficult to get this kind of a growth and exposure in any other top consulting firm.. Tight deadlines, long hours at client site. Need employee engagement programs for keeping the spirits high","J497F"
"235","Small, dynamic, very customer focused development. IoT and MISOM are changing the way mining and construction will face the future! Very family oriented with a keen sense of the balance between work and family.. It is hard to find like minded people who can buy into the vision for a radical change in the mining industry with IoT technology. Many young people today seem to be more focused on the clock or what is going on after work than what needs to happen during work hours.. Stay the course and follow the data, a very close friend once told me. MISOM's vision for making data actionable is unparalleled and uncontested in the industry.","I567I"
"236","Lots of energy and great school to work for.. It can be very noisy at times but thats the nature of working in the city.. none","C313W"
"237","Student interaction and helping them with their questions and problems was greatly satisfying... Do not care about employees.. NA","H297V"
"238","Great place to work - would recommend a friend. In consulting you should expect to work long hours. NA","P275A"
"239","Management structure, pay, benefits, staff. Mundane, contract work, jury duty unpaid,. NA","D459M"
"240","small company feel, access to management. pros can be the cons. n/a","D537C"
"241","Growth picked up in last two years. The quality of the projects are getting better and complex. The company gives flexibility to consultants to solve problems.. Lack of structure and processes is a big challenge. Investment in tools and IT infrastructure needs rethinking.. Improve infrastructure investments and will result in better productivity for the teams","L628L"
"242","Co-workers were great people, software you work on is pretty good but bugs go years without being fixed while development pumps out more bug filled features.. Salary is not great, and it doesn't really improve much with experience. Benefits are great either. Lack of communication from management.. Fix the software before adding new features, rewards employees that put in the effort.","Z411R"
"243","I like REDACTED and the students and community there is good. My direct supervisor was also great.. I was an adjunct and man, do they not care at all about adjuncts even though adjuncts make the world go round.. NA","D349B"
"244","Great systems; great benefits; good salary structure; room for advancement. Often very inflexible if project is outside normal business model.. NA","E163N"
"245","This was an excellent working environment.. There were not too many assignments to do.. NA","N779C"
"246","Digital, Simplification und Strategy sind genau die spannenden Themen, für die sich das Top-Management unsere Kunden interessiert. Da können wir einen echten Mehrwert leisten; Das Team ist inspierend und sehr ambitioniert. Das macht Spass!; echtes Unternehmertum, viel Eigenverantwortung und eine super schnelle Lernkurve. Wer sich und seine Ideen einbringen will, ist hier genau richtig.. Es wird den Mitarbeitern viel Commitment und Eigenverantwortung abverlangt. Das kann gerade in Stresssituationen schon mal überfordern.. Weiterer Fokus auf die beiden Themen Digital und Simpliciation; Mitarbeiter weiter enablen und die Teams nachhaltig stärken, damit sie das Maximum rausholen können. Recruitierung von 1-2 guten Leuten auf Ebene Senior Manager / Vice President.","O608Z"
"247","Snall consulting firm with a great culture and smart people who solved critical business problems for clients. Small company meant that we.had.to constantly work to get the company's name out there in terms of brand. NA","T285C"
"248","The company has recently got funding from private investorsDepartments have been made into individual companies to reduce liability and improve profitClient mix is wide, varied and interesting. Insulting, shouting and making fun of employees infront of clients and colleagues is frequently done by senior managementLow salary, zero benefits and bonuses, delays in salary paymentJob roles are unclear and workload is uneven and randomNo career path and lack of trainingVery high employee attrition both senior and juniorPoor infrastructure including subpar systems and standards. For a brand management consulting firm the management of your own brand has been poorly done.Please learn to run your own business before teaching clients how to run theirs.Spending lavishly on NBD and living in five star hotels is not a smart way of spending money especially if people are not getting paid on time.Please empower your workforce and give them responsibility, autonomy and recognition.Please reduce office politics. There are less than 15 consultant in the delivery team and we know when you are manipulating us.","L977R"
"249","Great people and supportive of growth. I have had many roles over the years, and REDACTED provides opportunities to grow into those roles. Don't expect management to promote you because you're a good employee. It's about asking for tasks that will get you qualified. Then it's about a job opening up. They're happy to promote from within.. Losing jobs and influence to European Management/locations on the Products side. Processes are over-structured. Upper management needs to be refreshed.. Star workers do better when they can own the process.","B224K"
"250","Health paln is better than any other job. Profit sharing in the way of 401K match. Stable company in business for 29 years. Company is very loyal to good employees. Management is accessible and easy to talk to. Pay is always on time and fair for the job performed.. None. This is a good solid company with sound leadership.. Keep up the good work.","A526N"
"251","Loads of great experiences, nice colleagues, exciting projects! A very positive experience!. I dont have anything to mention here!. Great job!","I616E"
"252","relative flexible and good benefits in healthcare insurance. no competitive status and too far from clinical application. learning new knowledge and skills and develop a field for me to have big motivation for","B626S"
"253","Great opportunities for learning - deal-based short-term projects (mostly less than one month) means exposure to a large variety of sectors and business problems, smaller consultancy means a lot of exposure to partners and clients. Good in-house and external training sessions. Intelligent and competent senior staff to learn from.Friendly culture - there is a friendly and sociable environment in the office, and social events outside the office. Unpredictable hours - you often might not know in advance whether you will have to work late, which can make it difficult to schedule your social life. This is to some extent the name of the game in consulting, and I do not think REDACTED is worse than its peers in this respect, but it could still be managed better.Limited input on staffing - you might not be put on projects which you feel are most interesting or would most further your career. Again, this is not unique to REDACTED, but can be frustrating regardless.. Be careful to maintain the culture. As the company grows and some existing staff leaves to pursue new opportunities this might prove tricky. Also take care when having to rely on freelancers.","M414F"
"254","Flexible with work hours, great work environment, amazing work-life balance. No cons at this moment. NA","K335F"
"255","Great company to work for.. There are no cons for this company.. None","P487L"
"256","There are lots of opportunities to learn. You can have a good work Life balance. There are interesting projects to work on. The company's business is very diverse so you can move between fields. You can have a stable career.. They're always located in small cities.Pay is averageBenefits are averageSoftware not well documentedTime difference with german colleagues. It would be better if offices were based in the cities and pay and benefits were better. It would be great if software was better documented. Some places have a very limited budget and hard working employees dont always get rewarded in their performance reviews. They get an average grade in favor of seniors.","O835S"
"257","The paychecks were always deposited on time.. There was no possibility of advancement. This may not be the case at all locations, but in the area I worked in, the local branch management was laughably incompetent, and was engaged in some activity of questionable ethics and legality. However, with no possible means provided to employees of reporting activities (or lack thereof) to senior management, he would have been there forever had the military contract not expired.. Ensure local branch employees have a means of open communication to a regional or senior manager. This could have prevented several of the problems that occurred at some of the remote stations.","I413V"
"258","They gave us Flexibility and autonomy. They were tight budgeted and the pay was too low. Consider paying market wages","Z189D"
"259","Here you will get a chance to do the work in team and work on many platform, that may helps to enhance you skills but it may be of any stream.. No proper management. No any administrator is responsible for any serious matter. My friend is worked with this company as a executive officer. This company not given the salary of last 1.5 months after fulfil all the company policies. I also got a opportunity to do the work with this company, but I did not join. No increment, No proper documentation,..etc.. NA","J144O"
"260","Good culture, opportunity to travel. Long hours, challenging projects. NA","F464O"
"261","First time round:- developed me as a green graduate- built self-confidence within a commercial setting- increased my autonomy in line with consistent demonstration of ability- made me realise the meaning of a meritocracy- management always on hand to speak to, discuss ideas and help you access suitable support.Second time round (and over a decade later):- I’m no longer green, I’m pretty old (relatively speaking) and a bit wiser- Resources and support available far outstrip what was available when I was first here (and clean up against every other organisation I’ve worked within in the meantime)- Emphasis is still placed on the individual to prove their ability, meet or exceed basic targets consistently, access support where they want it or need it (and from what I’ve seen there’s clear evidence that those who can, still do)- A much more holistic and supportive environment than when I left (and that I’ve experienced elsewhere since)- Still meritocratic- Oh and the perks and socials are good craic too…. - Air-con wars (just like most smaller open plan offices)- If you DON’T want to keep your soul you won’t like it, best go to a corporate and become a number in a LMS. - Continue to develop the opportunities available to support ambitions","T856G"
"262","After my retirement, I was looking for a part-time job close to my residence. When the Group Chairman, being an ex-colleague, wanted to know whether I could work with him (after my retirement) , I immediately agreed. People are very friendly and co-operative in REDACTED. The working environment is good. I have en excellent boss. With the induction of many young people in the Organisation, the future looks very exciting and vibrant.. There should be a proper HR Department to handle HR matters. Protocol should be made easier which will add to the friendly environment of the organisation.. I am in no position to advise the Management.","N245J"
"263","Good company to learn HR Recruitment. No Growth and Bossy environement. List is too Long.","S229P"
"264","None come to mind .... This place is on life support. The leadership is abysmal and the work environment is toxic. Avoid at ALL costs!. Close up shop","K686G"
"265","People focused, quality service, good relationships. Poor salary, poorly led, lack of vision, in it for self. Do what you preach","T292I"
"266","Good learning experience (during training which becomes a little boring at times)AutonomyFlexibleInformal environment. Do not expect any hike no matter how hard you work(its only for special people)No documented policies which changes from person to personDo not expect any appreciation for anythingThe more you do the more they expect with no returns (exploitation would be the right word to be used in this context).Forget about the word appraisal here...even if it happens remember the concept of beggars have no choice so you have to take what they give which will make no differenceGrowth is nill and stagnant as there is no hierarchy as well as do not expect any financial growth.Motivation level will always be under the grounds no matter how much you try to pull yourself out of this traumatic situation.Management will always have something or the other as explanation to give you for not giving you hike...it does not matter if you have performed well.Few specific people in the organization are always eligible for appraisals who do not deserve it at all (exceptions are always there of course).A normal person can tolerate this organization max for a year not more than that and the management also expects most of the employees to leave after a year so its mutual.. Please be rational instead of being partial and blindThink about the disparities existingLearn to appreciate people and please let that reflect in numbers not just wordsEmployees do understand the reasons for your constant changing policies during the appraisal times so stop doing that as they are not fools.Stop being partial to people who constantly are buttering you.Open up your eyes, try to recognize the genuine potentials in your employees instead of believing blindly.","G879Q"
"267","- Gute Projektleiter- Fokus auf die Mitarbeiten. - Nicht international- Wenig Projektauswahl. Keep up the good work! Focus on people.","W404K"
"268","Great exposure, friendly work culture,. Hectic work schedules,. Should scale up through promotion, expand operations by setting up branches, Define proper job roles","U673Q"
"269","Feels like a family! At all levels of the organization.. Benefits are good but could be better. Other than that, nothing else as of yet.. NA","T404R"
"270","good pay and benefits and. long hours, no flexible working hours. NA","U428R"
"271","I receive a paycheck and still have a job. Management has sacrificed everything to enrich themselves. Delivery, sales, and common sense have been thrown out the window to hit an OI ratio that ensures the top levels of the company share in a massive payout from the merger with HPE. A payout that is not being shared with anyone that does the actual work. Stay away!. Manage and treat employees like assets, not legos. Share the wealth!","P224G"
"272","Small closely knit team. Great business model and helpful co-workers. Very supportive environment for career growth and opportunities to move up the ladder quickly.. Mid level management don't always do their job.. NA","P177M"
"273","No Pros at all. Working there it self is a Cons. NA","K156V"
"274","Used to be a great place to work for.. Since the takeover through REDACTED a few year back, the company has lost its way and become just an extended arm of the mega-outsourcing behemoth that is REDACTED. In fact, the name ""Lodestone"" is already gone, and the company is now only called ""REDACTED Consulting"".When I joined, I asked whether the culture would change from its European roots, and the partner said that the consulting branch would always be treated differently from the main AMS and Development departments. Well, that partner is now gone, together with most of the other good people that used to work there. Most of the former Lodestone senior leadership is gone, too. Administration and IT was successively moved to India, with disastrous results for productivity and efficiency of basic functions like invoicing and timesheet management. Bit by bit, ridiculous kindergarten rules were introduced with regards to procedures and processes. Those may be required to keep fresh-grads in India under control but are totally useless and insulting to senior consulting staff. Finally, performance reviews were slowly changed towards rewarding the ""appearance of effort"" (such as spending long times in the office or doing cherry-picked jobs for the boss instead of real project work or helping colleagues). That means that even if you worked off your butt for a client, you might just end up in the middle of the bell curve and score an ""average"" final performance result, with accordingly negative effects on your bonus and promotion chances.Conclusion: If you like micromanagement, byzantine processes, inefficiencies, and cronyism, this might be a good place to work at now. But if you were looking for management and IT consulting excellence, a relaxed European mindset that rewards responsibility and client-focused work, stay away. Speaking to people who have recently left or are still working there, morale among ex-Lodestone folks has slowly reached rock bottom.. Return to the roots of what made Lodestone a globally successful company and respected name. But I think management is actually fully committed to the cultural shift occurring there, so such advice is rather futile.","F248Z"
"275","REDACTED employs (although it is increasingly employed) some fantastic people, who are very skilled in their field of expertise and care deeply about the results of their projects.The REDACTED name also carried substantial weight in many of their fields of work, opening doors that would otherwise remain firmly closed.. After near financial ruin, resulting from atrocious management by the board (prior to delisting) the company stumbled through many years of ownership by its creditors (several major banks) before eventually being sold to Kier. From my experience in the engineering consultancy, this area of the business was being slowly run down by the mid level directors because it appeared Kier only wanted the roads work and the counsel contracts.. Difficult to offer advise to the management, they appeared to have a strategy, it just didn't fit my career aspirations.","D562E"
"276","good projects, and a lot to learn especially from industry experts in the company.. sometimes demanding work environment, hard work and quality is top priority.. NA","Y892J"
"277","Challenging positions in outsourcing as lowering costs and improving customer relations often cause conflicts.. REDACTED cost reduction initiatives are to offshore as many positions as possible resulting in massive reduction in force for US employees.. Maintaining a mature domestic (US) IT staff will reduce costs and improve customer satisfaction for REDACTED clients in the US.","E737K"
"278","Good pay and benefits and a Great working environment. I work in the corporate office working directly for upper management and I am treated with a great deal of respect and have been provided with a very flexible schedule which is nearly priceless. I also enjoy working with my fellow co-workers and we all get along which also makes it a much more positive experience.. It is still a job.. NA","E191U"
"279","Opportunity to work with experienced people in the Industry.. - Delayed salaries (2-3 months)- Part payment of salaries- Do not honour contracts signed with employees and alter contracts at their whim and fancies- Very low pay- No focus and direction- Extremely high turnover of employees, most rarely last 1-1.5 years- Non committal on when your settlement will be paid. Respect and honour contracts that you sign with your employees","P990K"
"280","Open door policy, good training. Almost flat hierarhy, can be better. NA","W784L"
"281","- großes Unternehmen um gute Grundlagen zu schaffen- die Aufgaben sind größtenteils abwechslungsreich und man arbeitet an spannenden Projekten. - schlechte Kommunikation innerhalb der einzelnen Abteilungen- starke Hierachien im Unternehmen- man wird nicht unbedingt ernst genommen- es dauert bis Änderungen durchgesetzt werden. - das Management sollte sich gegenüber jüngeren Mitarbeitern und neuen Ideen öffnen- zusätzlich sollte mehr auf die Mitarbeiterzufriedenheit eingegangen werden- mehr Aufstiegsmöglichkeiten bieten","Q493B"
"282","Bright Future! Generally remains busy with small projects.. Small company! No training at all.. NA","F713R"
"283","Great environment within the organisation and decent exposure if your skills are already developed.. Lack of focus on projects and expertise gained by employees. Training not specialised enough.. NA","C810P"
"284","Good people to work with, engaged and competent. A good name to have on your resume but it's a trap to stay there too long. Good compensation package but not outstanding.. Gas turbine business is a plodding dinosaur, losing its market to faster, smarter dinosaurs in an industry that is becoming obsolete. Massive layers of bureaucracy and mindlessly counterproductive procedures, favoritism especially among the Germans, fractured and uncommunicative organization, unprofessional treatment of professional people. Management spends far too much time congratulating themselves, but for no good reason. Energy has leaned on the corporation to try to buy their competitors, but that strategy has about run its course.. Get yourselves out of the way while there's still time for someone else to save the business. The biggest problem is you.","L345X"
"285","Good environment and people and training. Type of engagements are not clear. NA","V230Z"
"286","you can be stable in your position once you hold some responsibilities. No structure, no organize management. improve internal policies","T867O"
"287","Great company that closed. It was a nice company for over nine years. Everyone was nice to work with and telecommuting is such a nice option with the company. They taught so much and then trained so much to get you up to speed.. The company closed and that was sad. It was so nice to have them available.. NA","C747S"
"288","Good learning for freshers only. No value of employee, worst work culture, no stability of job, people pressure is much more than work pressure, no flexibility.Not disclossed the incentive policies clearly at joining.Even at glassdoor they themselves put essay sized comments for making good reputation (which normal employee never write in that manner)Neither good clients nor experienced employees(except 3 employees in whole team).. NA","S957P"
"289","Great people. Good location. Benefits are getting better. I really feel like there is a good learning environment here if you want to move up.. I wish there were some more smaller perks. HR is pretty self serve. But those are minimal complaints.. NA","A312K"
"290","Very supportive and collaborative environment. Account managers and other recruiters are very willing to help whenever you have questions. The work life balance is great, being apart of a small company allows for you to make up time missed, and work around what is happening in your life. No cap on commission allows for you to be as successful as you would like to be and are given all the tools to do so. The company is also very goal oriented, so a goal oriented person can strive at RMC.. Nothing stands out as a negative. The team and the company are growing so the normal growing pains are happening. However, this allows for you have your opinion and voice heard from day one.. Continue to attract the talent that the company is able to attract.","R700R"
